Adresse;Agent;Agent privilegie;Commentaires;Competence;Courriel;Creneau horaire de passage;Date d'echeance;Date de depart;Duree;Duree maximale de transport;Heure de passage prevu;Hub;Identifiant externe;Latitude;Longitude;Mobile;Nom;Partner;Plaque d'immatriculation;Poids;Prenom;Référence de commande;Telephone;Type;Type d'intervention;Volume
Bd Hassan II Quartier Administratif BEN TAIEB 62102 NADOR Driouch;Amine  HOURI;;;;;10:00-19:00;;30/03/2022;5;;15:48;M2T;083432;35.04529;-3.45223;2,12626E+11;BC ÿBEN TIB ÿ;BARID CASH;34591 - B - 7;1;;DM220385952;2,12626E+11;;;0
Hay Annahda Bentayeb Ben Tayeb Ben taieb;Amine  HOURI;;;;;10:00-19:00;;30/03/2022;5;;15:54;M2T;006786;35.04866;-3.44778;2,12672E+11;Chaabi Cash Elect Bakkali;M2T;34591 - B - 7;1;;DM220385952;2,12672E+11;;;0
CENTRE VILLE BOULEVARD AL MASSIRA DAR KEBDANI DRIOUCH CASABLANCA;Amine  HOURI;;;;;10:00-19:00;;30/03/2022;5;;16:29;M2T;098799;35.11969;-3.331904;2,12213E+11;SC DAR KABDANI;BARID CASH;34591 - B - 7;1;;DM220385952;2,12213E+11;;;0
Boulevard Mohamed V N? 295 Zghanghan Zeghanghane;Amine  HOURI;;;;;10:00-19:00;;30/03/2022;5;;17:40;M2T;700763;35.15297;-3.0061;2,12636E+11;ZGHANGHAN;CASH PLUS;34591 - B - 7;1;;DM220385952;2,12636E+11;;;0
Bd Mohamed V Segangan Centre 62652 ZEGHANGHANE CASABLANCA;Amine  HOURI;;;;;10:00-19:00;;30/03/2022;5;;17:48;M2T;083952;35.154635;-3.002411;2,12213E+11;BC ZEGHANGHAN;BARID CASH;34591 - B - 7;1;;DM220385952;2,12213E+11;;;0
ROUTE TAOUIMA N 130 Nador;Mourad  DARDOURI;;;;;10:00-19:00;;30/03/2022;5;;10:00;M2T;700010;35.16982;-2.93321;2,12624E+11;ROUTE TAOUIMA;CASH PLUS;94673 H 6;1;;DM220385952;2,12624E+11;;;0
QU ARRED RUE186 N 126 Nador;Mourad  DARDOURI;;;;;10:00-19:00;;30/03/2022;5;;10:21;M2T;701685;35.15044;-2.93192;2,127E+11;MASJID AL FATH ARRED;CASH PLUS;94673 H 6;1;;DM220385952;2,127E+11;;;0
Hay Taouima,BD principal ,rue 44 N01 Nador;Mourad  DARDOURI;;;;;10:00-19:00;;30/03/2022;5;;10:40;M2T;701623;35.1265;-2.92843;2,12708E+11;NADOR MARJANE;CASH PLUS;94673 H 6;1;;DM220385952;2,12708E+11;;;0
AV DES FAR IMM BOUAMARA N 38 ETAGE 1 N 2 NADOR CASABLANCA;Mourad  DARDOURI;;;;;10:00-19:00;;30/03/2022;5;;11:31;M2T;098111;35.173958;-2.923469;2,12213E+11;BC ALKARAMA NADOR;BARID CASH;94673 H 6;1;;DM220385952;2,12213E+11;;;0
BD HASSAN II N 142 Nador;Mourad  DARDOURI;;;;;10:00-19:00;;30/03/2022;5;;11:38;M2T;701228;35.17833;-2.92457;2,12661E+11;NADOR HASSAN II;CASH PLUS;94673 H 6;1;;DM220385952;2,12661E+11;;;0
Angle Med V Et Bd Ibn Sina N°64 Nador;Mourad  DARDOURI;;;;;10:00-19:00;;30/03/2022;5;;11:45;M2T;700588;35.17997;-2.92488;2,12667E+11;NADOR BD IBN SINA;CASH PLUS;94673 H 6;1;;DM220385952;2,12667E+11;;;0
152 BD HOPITAL EL HASSANI Nador;Mourad  DARDOURI;;;;;10:00-19:00;;30/03/2022;5;;11:54;M2T;700955;35.17555;-2.93336;2,12665E+11;HOPITAL EL HASSANI NADOR;CASH PLUS;94673 H 6;1;;DM220385952;2,12665E+11;;;0
Rte zghanghan oulad mimoun Nador;Mourad  DARDOURI;;;;;10:00-19:00;;30/03/2022;5;;12:03;M2T;700615;35.17009;-2.93948;2,12537E+11;Al ouahda nador;CASH PLUS;94673 H 6;1;;DM220385952;2,12537E+11;;;0
ROUTE ZEGANGAN BLOC A R2 N9OULED BOUTAYEB Nador;Mourad  DARDOURI;;;;;10:00-19:00;;30/03/2022;5;;12:15;M2T;701798;35.16682;-2.94794;2,12662E+11;OULED BOUTAYEB;CASH PLUS;94673 H 6;1;;DM220385952;2,12662E+11;;;0
Douar Bouyzarzar Ihadadan Bni bouifrour;Mourad  DARDOURI;;;;;10:00-19:00;;30/03/2022;5;;12:28;M2T;006068;35.16305;-2.9613;2,12662E+11;Tasshilat Benamar;M2T;94673 H 6;1;;DM220385952;2,12662E+11;;;0
RUE MOHAMED BEN MOUH JAADAR ZEGHANGHAN Nador;Mourad  DARDOURI;;;;;10:00-19:00;;30/03/2022;5;;12:37;M2T;700703;35.1537;-2.98153;2,12666E+11;NADOR JAADAR;CASH PLUS;94673 H 6;1;;DM220385952;2,12666E+11;;;0
Boulevard Med 5 Hy Jouahra Zeghanghane;Mourad  DARDOURI;;;;;10:00-19:00;;30/03/2022;5;;12:44;M2T;701838;35.15398;-2.98563;2,12666E+11;Zeghanghane jaadar;CASH PLUS;94673 H 6;1;;DM220385952;2,12666E+11;;;0
BD PRINCIPAL CENTRE VILLE KRONA Kerouna;Mourad  DARDOURI;;;;;10:00-19:00;;30/03/2022;5;;16:40;M2T;701309;35.11846;-3.64079;2,12661E+11;KRONA CENTRE;CASH PLUS;94673 H 6;1;;DM220385952;2,12661E+11;;;0
Bd Mohamed V N 18 Centre Kassita Nador-Driouch Driouch;Mourad  DARDOURI;;;;;10:00-19:00;;30/03/2022;5;;18:32;M2T;010546;34.88943;-3.7275;2,12662E+11;Chaabi Cash Kassita Car;M2T;94673 H 6;1;;DM220385952;2,12662E+11;;;0
Local Sis A Douar LamKhatir Dkhissa Meknes Meknès;Abderrazzak Banaata;;;;;10:00-19:00;;30/03/2022;5;;10:00;M2T;010549;33.9329663;-5.4524535;2,12623E+11;Chaabi Cash Moutaoukil Cash;M2T;13669 - E - 6;1;;DM220385952;2,12623E+11;;;0
N6 AVENUE HASSAN 2 SEBAA AIOUNE Sebaa aioun;Abderrazzak Banaata;;;;;10:00-19:00;;30/03/2022;5;;10:29;M2T;097593;33.90229;-5.367854;2,12664E+11;PCASH SEBAA AIOUN;BARID CASH;13669 - E - 6;1;;DM220385952;2,12664E+11;;;0
N 30 Lotissement Nour Mrirt Mrirt Nour Mrirt M'rirt M'rirt;Abderrazzak Banaata;;;;;10:00-19:00;;30/03/2022;5;;12:41;M2T;010447;33.1665912;-5.5663632;2,12633E+11;Chaabi Cash Invest Transfert;M2T;13669 - E - 6;1;;DM220383136;2,12633E+11;;;0
RUE 20 AOUT MRIRT M'rirt;Abderrazzak Banaata;;;;;10:00-19:00;;30/03/2022;5;;12:47;M2T;700914;33.165449;-5.5684606;2,12606E+11;20 AOUT MRIRT;CASH PLUS;13669 - E - 6;1;;DM220383136;2,12606E+11;;;0
N 373 Bis Bd Mohamed V Hay Oum Errabie Khenifra Mrirt M'rirt;Abderrazzak Banaata;;;;;10:00-19:00;;30/03/2022;5;;13:01;M2T;010198;33.160018;-5.56613;2,12661E+11;Chaabi Cash Atlas Millenium;M2T;13669 - E - 6;1;;DM220383136;2,12661E+11;;;0
Q. BOULACHFAR 54454 MRIRT Khénifra;Abderrazzak Banaata;;;;;10:00-19:00;;30/03/2022;5;;13:06;M2T;083798;33.161716;-5.566168;2,12634E+11;BC MRIRT BOULACHFAR;BARID CASH;13669 - E - 6;1;;DM220383136;2,12634E+11;;;0
BOULACHFAR 02 BD MOHAMED 5 RTE DE KHENIFRA M'rirt;Abderrazzak Banaata;;;;;10:00-19:00;;30/03/2022;5;;13:22;M2T;701960;33.160529;-5.566338;2,12663E+11;ESPACE VERT;CASH PLUS;13669 - E - 6;1;;DM220383136;2,12663E+11;;;0
Avenue la Marche Verte Amalou Ighriben 54004 KHENIFRA CASABLANCA;Abderrazzak Banaata;;;;;10:00-19:00;;30/03/2022;5;;14:18;M2T;083755;32.9373013;-5.6563712;2,12213E+11;BC KHENIFRA AMALOU IGHRIBEN;BARID CASH;13669 - E - 6;1;;DM220385952;2,12213E+11;;;0
Bv Hassan II Hay Takadoum Lekbab Khénifra;Abderrazzak Banaata;;;;;10:00-19:00;;30/03/2022;5;;15:52;M2T;702064;32.763107;-5.727336;2,12661E+11;Khenifra Lekbab (Zemzem Money);CASH PLUS;13669 - E - 6;1;;DM220383136;2,12661E+11;;;0
Bv Mohamed V N°2 Khénifra;Abderrazzak Banaata;;;;;10:00-19:00;;30/03/2022;5;;16:56;M2T;700851;32.934544;-5.671001;2,12661E+11;TIGHESSALINE;CASH PLUS;13669 - E - 6;1;;DM220383136;2,12661E+11;;;0
Avenue Mohamed V Khenifra 54000 KHENIFRA Khénifra;Abderrazzak Banaata;;;;;10:00-19:00;;30/03/2022;5;;17:01;M2T;083837;32.934837;-5.671396;2,12602E+11;BC KHENIFRA PPAL;BARID CASH;13669 - E - 6;1;;DM220383136;2,12602E+11;;;0
Mohamed v n?186 Khénifra;Abderrazzak Banaata;;;;;10:00-19:00;;30/03/2022;5;;17:07;M2T;700995;32.938294;-5.67472;2,12663E+11;KHENIFRAMEDV;CASH PLUS;13669 - E - 6;1;;DM220383136;2,12663E+11;;;0
Hay Hassan II Khenifra Khénifra;Abderrazzak Banaata;;;;;10:00-19:00;;30/03/2022;5;;17:13;M2T;701275;32.942045;-5.677047;2,12661E+11;Khenifra 5 Hay Hassan II;CASH PLUS;13669 - E - 6;1;;DM220383136;2,12661E+11;;;0
Hay L'msella Boufouloussenÿ 54000 KHENIFRA Khénifra;Abderrazzak Banaata;;;;;10:00-19:00;;30/03/2022;5;;17:18;M2T;083870;32.944476;-5.678907;2,12602E+11;BC KHENIFRA BOUFOULOUSSEN;BARID CASH;13669 - E - 6;1;;DM220383136;2,12602E+11;;;0
Avenue Hassan II Quartier Administratif AGUELMOUS 54052 KHENIFRA Khénifra;Abderrazzak Banaata;;;;;10:00-19:00;;30/03/2022;5;;17:59;M2T;083443;33.158416;-5.844525;2,12653E+11;BC AGUELMOUSS;BARID CASH;13669 - E - 6;1;;DM220383136;2,12653E+11;;;0
23 Et 25 Bd Hassan Seghir Casablanca Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;10:00;M2T;024003;33.5960739;-7.6097477;2,12627E+11;Chaabi Cash M2t - Casablanca - Zellaqa;M2T;893241 WW;1;;DM220385952;2,12627E+11;;;0
Angle Bd Mohamed V et Rue Chaouia ( Ex colder) Centre de Ville SIDI BELYOUT 20003 CASABLANCA;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;10:09;M2T;083669;33.5945081;-7.6132478;2,12213E+11;BC CASA BOURSE;BARID CASH;893241 WW;1;;DM220385952;2,12213E+11;;;0
36 Bd Lalla Yacout Casablanca Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;10:21;M2T;024004;33.5915752;-7.6141947;2,12638E+11;Chaabi Cash M2t - Casablanca - Lalla Yacout;M2T;893241 WW;1;;DM220385952;2,12638E+11;;;0
89 Rue Chaouia Casablanca 20250 Maroc Centre Ville Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;10:27;M2T;024033;33.5922154;-7.6141543;2,12611E+11;Chaabi Cash M2t -Colbert-casablanca;M2T;893241 WW;1;;DM220385952;2,12611E+11;;;0
22 rue allal el fassi Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;10:37;M2T;700663;33.587854;-7.620295;2,12644E+11;Casa Allal El Fassi;CASH PLUS;893241 WW;1;;DM220385952;2,12644E+11;;;0
95 Bd Abdelmoumen Casablanca Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;11:10;M2T;024005;33.5793698;-7.6248418;2,12614E+11;Chaabi Cash M2t - Casablanca - Abdelmoumen;M2T;893241 WW;1;;DM220385952;2,12614E+11;;;0
N118 Bd Abdelmoumen Derb Ghallef Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;11:18;M2T;000062;33.5761143;-7.6258793;2,12679E+11;Chaabi Cash Dahiri Electro;M2T;893241 WW;1;;DM220385952;2,12679E+11;;;0
130, Rue Habacha Rue Watteau , Quartier Plateaux Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;11:27;M2T;702304;33.575231;-7.6310629;2,12656E+11;WatteauDerb Ghellaf;CASH PLUS;893241 WW;1;;DM220385952;2,12656E+11;;;0
Bd taddart b11 Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;11:50;M2T;701867;33.5552022;-7.627701;2,12689E+11;bd Taddart;CASH PLUS;893241 WW;1;;DM220385952;2,12689E+11;;;0
Gare ouasis maarif 20035 CASABLANCA CASABLANCA;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;12:00;M2T;083871;33.554885;-7.631581;2,12213E+11;BC OASIS GARE;BARID CASH;893241 WW;1;;DM220385952;2,12213E+11;;;0
Place Mohamed VI. Belvedere 20304 CASABLANCA CASABLANCA;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;12:05;M2T;083941;33.5546127;-7.6316116;2,12213E+11;BC CASA GARE;BARID CASH;893241 WW;1;;DM220385952;2,12213E+11;;;0
lAAYOUNE CASABLANCA;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;12:13;M2T;098903;33.5512606;-7.6390182;2,12213E+11;SAHATEL LAÂ¶YOUNE PLACE DCHEIRA;BARID CASH;893241 WW;1;;DM220385952;2,12213E+11;;;0
156 AVENUE OMAR EL KHAYAM BEAUSEJOUR Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;12:26;M2T;701399;33.5653308;-7.6471014;2,12523E+11;OMAR EL KHAYAM BEAUSEJOUR;CASH PLUS;893241 WW;1;;DM220385952;2,12523E+11;;;0
Angle Bd Brahim Roudani et Bd Ghandi MaÆ’rif 20026 CASABLANCA CASABLANCA;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;12:39;M2T;083949;33.5696729;-7.6443165;2,12213E+11;BC CASA GHANDI;BARID CASH;893241 WW;1;;DM220385952;2,12213E+11;;;0
108 BD GHANDI RESIDENCE GHANDI MAGASIN N°9 Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;12:49;M2T;700935;33.5745175;-7.6508403;2,1267E+11;GHANDI;CASH PLUS;893241 WW;1;;DM220385952;2,1267E+11;;;0
N 235 Bd Yacoub El Mansour Beausejour Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;13:00;M2T;000511;33.5690771;-7.651491;2,12676E+11;Chaabi Cash M2t - Casablanca -Beausejour;M2T;893241 WW;1;;DM220385952;2,12676E+11;;;0
202,Boulevard brahim roudani 20370 CASABLANCA CASABLANCA;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;13:17;M2T;083774;33.574323;-7.640433;2,12213E+11;BC CASA ROUDANI;BARID CASH;893241 WW;1;;DM220385952;2,12213E+11;;;0
BOULEVARD ZERKTOUNI,N°192 ANGLE RUE MOUSSA BNOUSAY Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;13:48;M2T;701438;33.5869054;-7.631429;2,12522E+11;zerktouni 2;CASH PLUS;893241 WW;1;;DM220385952;2,12522E+11;;;0
N1 Rue Oussama Ibnou Zaid Ex Rue Jura Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;13:58;M2T;024009;33.5812156;-7.634043;2,12666E+11;Chaabi Cash M2t- Jura;M2T;893241 WW;1;;DM220385952;2,12666E+11;;;0
38 RUE IBN NAFIS MAARIF Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;14:04;M2T;701368;33.582944;-7.634919;2,12522E+11;CASMAARIF;CASH PLUS;893241 WW;1;;DM220385952;2,12522E+11;;;0
ARRONDISSEMNT ANFA, RUE BAB CHELLAH(EX.MIRABEAU) Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;14:15;M2T;701669;33.5883772;-7.6439508;2,12665E+11;Casa Zevaco;CASH PLUS;893241 WW;1;;DM220385952;2,12665E+11;;;0
125 BD BOURGOGNE N 7 RESID JASEM MOHAMED 3 20053 CASABLANCA Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;14:32;M2T;083909;33.597392;-7.645572;2,12701E+11;BC CASA BOULEVARD BOURGOGNE;BARID CASH;893241 WW;1;;DM220385952;2,12701E+11;;;0
N 21 Rue Abou Louaqt Khalaf (BD Mehdi Ben Barka) Residence Bahr Lind Bourgogne Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;14:41;M2T;000520;33.603077;-7.6454118;2,12633E+11;Chaabi Cash M2t - Casablanca - Bourgogne;M2T;893241 WW;1;;DM220385952;2,12633E+11;;;0
4 Rue Tznit Derb Tazi Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;14:51;M2T;701338;33.6064017;-7.6272798;2,12522E+11;LAMARINE;CASH PLUS;893241 WW;1;;DM220385952;2,12522E+11;;;0
Place Ahmed Al Bidaoui Bousmara 20004 CASABLANCA Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;14:59;M2T;083907;33.600211;-7.6170671;2,12606E+11;BC CASA BOUSMARA;BARID CASH;893241 WW;1;;DM220385952;2,12606E+11;;;0
32 RÉSIDENCE SOUSS RUE SOUSS ETG 2 APP N° 18 Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;15:06;M2T;700813;33.599083;-7.618922;2,1262E+11;DERB GNAWA;CASH PLUS;893241 WW;1;;DM220385952;2,1262E+11;;;0
153 rue des anglais Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;15:17;M2T;700940;33.597966;-7.625559;2,12674E+11;CASANGLAIS;CASH PLUS;893241 WW;1;;DM220385952;2,12674E+11;;;0
Angle Bd Moulay Al Hassan et Rue d'Alger Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;15:25;M2T;700398;33.5932659;-7.6240675;2,12522E+11;CASTOUMERT;CASH PLUS;893241 WW;1;;DM220385952;2,12522E+11;;;0
65, Bd de paris centre ville 20032 CASABLANCA CASABLANCA;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;15:38;M2T;083629;33.591675;-7.620064;2,12213E+11;BC CASA BD DE PARIS;BARID CASH;893241 WW;1;;DM220385952;2,12213E+11;;;0
Angle Rue Habacha Et Rue Al Araar Casablanca Centre Ville Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;15:47;M2T;024035;33.5903242;-7.6163018;2,12631E+11;Chaabi Cash M2t - Casa City;M2T;893241 WW;1;;DM220385952;2,12631E+11;;;0
47 Rue Ennarjess Rdc Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;16:05;M2T;009459;33.5845741;-7.612619;2,12662E+11;Chaabi Cash Facility Concept;M2T;893241 WW;1;;DM220385952;2,12662E+11;;;0
29 AVENUE 2 MARS MERS SULTAN Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;16:14;M2T;701924;33.580076;-7.614931;2,1252E+11;2 MARS MURDOCH;CASH PLUS;893241 WW;1;;DM220385952;2,1252E+11;;;0
quartier des hopitaux 20503 CASABLANCA CASABLANCA;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;16:20;M2T;083766;33.5778538;-7.6155907;2,12213E+11;BC CASA QUARTIER DES HOPITAUX;BARID CASH;893241 WW;1;;DM220385952;2,12213E+11;;;0
Bd de LA MARTINE CU Mers Sultan 20502. CASABLANCA;Ahmed Abbasi;;;;;10:00-19:00;;30/03/2022;5;;16:34;M2T;083881;33.5687952;-7.6110216;2,12213E+11;BC CASA 2 MARS;BARID CASH;893241 WW;1;;DM220385952;2,12213E+11;;;0
LOITISSEMENT CHERKAOUA Nø2 EL JADIDA El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;30/03/2022;5;;10:30;M2T;098541;33.23418;-8.5042;2,12662E+11;MCS AL GHAZOUA;BARID CASH;3865-E-6;1;;DM220385952;2,12662E+11;;;0
NADA II N° 6 BD JABRAN KHALIL JABRANNAJD 1 El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;30/03/2022;5;;10:37;M2T;700639;33.22586;-8.51026;2,12646E+11;Najd el hamra;CASH PLUS;3865-E-6;1;;DM220385952;2,12646E+11;;;0
N 556 Lot Essalam El Jadida El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;30/03/2022;5;;10:48;M2T;005469;33.22512;-8.49693;2,1261E+11;Tasshilat Goujet;M2T;3865-E-6;1;;DM220385952;2,1261E+11;;;0
mag 2 lot ennajah 3 route marrakech El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;30/03/2022;5;;11:02;M2T;701972;33.22146;-8.49254;2,12771E+11;Route Marrakech;CASH PLUS;3865-E-6;1;;DM220385952;2,12771E+11;;;0
Avenue Bir anzarane 24033 El Jadida CASABLANCA;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;30/03/2022;5;;11:07;M2T;083942;33.2230587;-8.4924316;2,12213E+11;BC EL JADIDA BIR ANZARANE;BARID CASH;3865-E-6;1;;DM220385952;2,12213E+11;;;0
immeuble Brija Avenue bir anzarane 24006 EL-JADIDA El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;30/03/2022;5;;11:13;M2T;083799;33.23355;-8.49342;2,12602E+11;BC EL JADIDA JOUHARA;BARID CASH;3865-E-6;1;;DM220385952;2,12602E+11;;;0
bd jabranekhaliljabrane RES elboustane 9 IMM2 N7 El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;30/03/2022;5;;11:19;M2T;701074;33.2318;-8.48641;2,12669E+11;EL BOUSTANE;CASH PLUS;3865-E-6;1;;DM220385952;2,12669E+11;;;0
AVENUE MOHAMED V HAY AMAL Azemmour;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;30/03/2022;5;;11:45;M2T;701990;33.28345;-8.3528;2,12523E+11;AZEMMOUR Eurosol;CASH PLUS;3865-E-6;1;;DM220385952;2,12523E+11;;;0
Bd Zerktouni Place Mohammed V 24102 AZEMMOUR CASABLANCA;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;30/03/2022;5;;12:23;M2T;083690;33.2887579;-8.3432821;2,12213E+11;BC AZEMMOUR PPAL;BARID CASH;3865-E-6;1;;DM220385952;2,12213E+11;;;0
lot fadane manzah rdc n 117sidi ali benhamdouche Azemmour;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;30/03/2022;5;;13:05;M2T;700843;33.2853743;-8.32541;2,12696E+11;sidi ali benhamdouche;CASH PLUS;3865-E-6;1;;DM220385952;2,12696E+11;;;0
RUE BOUJDOR NÃ¸ 34 24103 AZEMMOUR CASABLANCA;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;30/03/2022;5;;13:13;M2T;083621;33.280912;-8.342602;2,12213E+11;BC AZEMMOUR OUM ERRABIA;BARID CASH;3865-E-6;1;;DM220385952;2,12213E+11;;;0
AVENUE MOHAMMED Nø162 EL JADIDA El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;30/03/2022;5;;13:34;M2T;098725;33.24636;-8.49997;2,12658E+11;YSF EL JADIDA MOHAMED V;BARID CASH;3865-E-6;1;;DM220385952;2,12658E+11;;;0
Imm Meniar Magasin N9 Et 10 Bd Med V El Jadida El Jadida El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;30/03/2022;5;;13:47;M2T;000570;33.24952;-8.50163;2,12608E+11;Chaabi Cash M2t- El Jadida;M2T;3865-E-6;1;;DM220385952;2,12608E+11;;;0
N 17 RUE BEN DAGHA CENTRE COMMERCIAL ALJAZIRA MOOL El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;30/03/2022;5;;13:53;M2T;700954;33.25348;-8.50394;2,12661E+11;Aljazira Mall;CASH PLUS;3865-E-6;1;;DM220385952;2,12661E+11;;;0
BD MOHAMED TRIAAI ET ANGLE BARK AL LIL N1 BIS El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;30/03/2022;5;;14:00;M2T;700232;33.25938;-8.50694;2,12673E+11;AVENUE MOHAMED TRIAAI;CASH PLUS;3865-E-6;1;;DM220385952;2,12673E+11;;;0
Nø54 AVENUE ABI CHOUAIB DOUKKALI EL JADIDA El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;30/03/2022;5;;14:07;M2T;098542;33.25383;-8.51087;2,12662E+11;MCS CHOUAIB DOUKALI;BARID CASH;3865-E-6;1;;DM220385952;2,12662E+11;;;0
N1 187 BD MOHAMED ATTOUFANI El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;30/03/2022;5;;14:13;M2T;700451;33.2535;-8.5151;2,12523E+11;ATTOUFANI ELJADIDA;CASH PLUS;3865-E-6;1;;DM220385952;2,12523E+11;;;0
217 rue Ibn zohr Muilha El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;30/03/2022;5;;14:19;M2T;700820;33.25217;-8.51769;2,12661E+11;MUILHA;CASH PLUS;3865-E-6;1;;DM220385952;2,12661E+11;;;0
av haroun rachid n 707 bis LOT muilha El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;30/03/2022;5;;14:25;M2T;701012;33.25072;-8.52043;2,12601E+11;Masjid muilha;CASH PLUS;3865-E-6;1;;DM220385952;2,12601E+11;;;0
306 Av Mokhtar Soussi Lot Mouilha El Jadida El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;30/03/2022;5;;14:32;M2T;005547;33.25007;-8.5217;2,12661E+11;Chaabi Cash Tiboder;M2T;3865-E-6;1;;DM220385952;2,12661E+11;;;0
Rue Kadi Ben Arbi N3 Saada I El Jadida El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;30/03/2022;5;;14:40;M2T;000531;33.24375;-8.5257;2,12631E+11;Chaabi Cash M2t - El Jadida - Saada I;M2T;3865-E-6;1;;DM220385952;2,12631E+11;;;0
route el oualidia centre commercial harit n 6 el El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;30/03/2022;5;;14:46;M2T;702126;33.24116;-8.52654;2,12601E+11;Harit;CASH PLUS;3865-E-6;1;;DM220385952;2,12601E+11;;;0
Route Sidi Bouzid 20000 el jadida CASABLANCA;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;30/03/2022;5;;14:51;M2T;083855;33.2412359;-8.5273916;2,12213E+11;BC EL JADIDA SAADA;BARID CASH;3865-E-6;1;;DM220385952;2,12213E+11;;;0
ALAOUINE LOT 8 LOTIS MAGHREB BINA AGENCE RDC El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;30/03/2022;5;;14:59;M2T;098870;33.23718;-8.52397;2,12662E+11;EC EL JADIDA BD EL ALAOUIYINE;BARID CASH;3865-E-6;1;;DM220385952;2,12662E+11;;;0
N5 mosquée el fathhay el fath El jadida;Abdelkbir KHANFOUDI;;;;;10:00-19:00;;30/03/2022;5;;15:12;M2T;702128;33.24024;-8.51654;2,12661E+11;Masjid Hay el fath;CASH PLUS;3865-E-6;1;;DM220385952;2,12661E+11;;;0
