Nom;Code;SociÈtÈ liÈe
TASSAOUT TRANSFERT LAATAMNA;097814;BARID CASH
TATA Av des FAR;700159;CASH PLUS
TATOFT;700617;CASH PLUS
TAYRET;701984;CASH PLUS
TAZA CENTRE;701192;CASH PLUS
TAZAOURIDA1;701191;CASH PLUS
TAZARINE FR2;702291;CASH PLUS
TAZNAKHT;702095;CASH PLUS
TELOUET;700566;CASH PLUS
TEMARA Hay Nahda;702062;CASH PLUS
TEMARA MASSIRA II;700168;CASH PLUS
TETOUAN  AVENIDA;700157;CASH PLUS
TEXBUREAUJEBARI;700667;CASH PLUS
TGHAT;701632;CASH PLUS
TIDILI;701418;CASH PLUS
TIDILI MASFIOUA;702398;CASH PLUS
TIGHADOUINE;702399;CASH PLUS
TIGHAZRIN;700550;CASH PLUS
TIGHESSALINE;700851;CASH PLUS
TIGUEMI LAJDID;702042;CASH PLUS
TIHITE TINGHIR;701038;CASH PLUS
TIKOUINE HAY ZAITOUNE;701404;CASH PLUS
TIMSLIN AIT ZINEB;700206;CASH PLUS
TINDIT;702166;CASH PLUS
TINGHIR;700418;CASH PLUS
TINJDAD HASSAN 2;701101;CASH PLUS
TINZOLINE ;700142;CASH PLUS
TINZOLINE FR2;700849;CASH PLUS
TIZI NISLY;700937;CASH PLUS
TMM MOHAMMEDIA MOUNASTIR;098752;BARID CASH
TOULALFR;701205;CASH PLUS
TRIK 51 TMRAA;701728;CASH PLUS
TRIK AHLLAN EL OUAD;701573;CASH PLUS
TT AG LAAYOUNE HAY RAHMA;098823;BARID CASH
TT LAAYOUNE BD MOHAMMED VI ;098810;BARID CASH
TT LAAYOUNE PORT;098815;BARID CASH
TT LAAYOUNE PRINCIPALE;098800;BARID CASH
TT LAAYOUNE SOUK JMAL;098811;BARID CASH
Tafetchna;701695;CASH PLUS
Tagleft centre azilal;700948;CASH PLUS
Tamaris km 19;701804;CASH PLUS
Tanger Ville Gare;700656;CASH PLUS
Tanger balia Souk lkorb;701800;CASH PLUS
Tantan Hay Sahra;701721;CASH PLUS
Tantan mohamed 5;701584;CASH PLUS
Taounza;702082;CASH PLUS
Tasshilat  Sarbout;010044;M2T
Tasshilat 2 YSH;004841;M2T
Tasshilat Aarab;015075;M2T
Tasshilat Achmit;006304;M2T
Tasshilat Achtouk;010567;M2T
Tasshilat Ait Belk;009084;M2T
Tasshilat Ait Boubker;010086;M2T
Tasshilat Al Agri ;010525;M2T
Tasshilat Amachraa;006217;M2T
Tasshilat Amezzoug;009226;M2T
Tasshilat Amzieb;003965;M2T
Tasshilat Anaynyaa;010050;M2T
Tasshilat Aouassaf;010322;M2T
Tasshilat Asbai;003456;M2T
Tasshilat Assabbane;006100;M2T
Tasshilat Azlou;003530;M2T
Tasshilat BOUSETTA;000952;M2T
Tasshilat Baarar;006511;M2T
Tasshilat Belachhab;006676;M2T
Tasshilat Ben Brahim;006131;M2T
Tasshilat Benamar;006068;M2T
Tasshilat Benamier;002204;M2T
Tasshilat Bendraka;009349;M2T
Tasshilat Bengrich;008127;M2T
Tasshilat Benibourk;006994;M2T
Tasshilat Benkhadda;000164;M2T
Tasshilat Bouaiddindan;003347;M2T
Tasshilat Bouali;006416;M2T
Tasshilat Boughoufala;010125;M2T
Tasshilat Boulidat;003096;M2T
Tasshilat Boussettaoui;006763;M2T
Tasshilat Boutoumit;008086;M2T
Tasshilat Ddidi;015107;M2T
Tasshilat Dima Systemes;006005;M2T
Tasshilat Douass;002131;M2T
Tasshilat Drif;010373;M2T
Tasshilat Drouguerie Sebou Negoce;010258;M2T
Tasshilat El Amerany;003324;M2T
Tasshilat El Amrani;001109;M2T
Tasshilat El Amraoui;004311;M2T
Tasshilat El Bakkali;009436;M2T
Tasshilat El Hachimi;004508;M2T
Tasshilat El Idrissi Oberka;006150;M2T
Tasshilat El Karoui;000138;M2T
Tasshilat El Mebrouki;006056;M2T
Tasshilat El Morghady;004571;M2T
Tasshilat El Wali;006397;M2T
Tasshilat Elgarda;010746;M2T
Tasshilat Elkaidi;006934;M2T
Tasshilat En-Nahibi;001581;M2T
Tasshilat Errossafi;010007;M2T
Tasshilat Espace Multiservices;001548;M2T
Tasshilat Ettalebi;003895;M2T
Tasshilat Fikhane;010104;M2T
Tasshilat Fraihi;002034;M2T
Tasshilat Goujet;005469;M2T
Tasshilat Hajaoui;003408;M2T
Tasshilat Hajrati;015108;M2T
Tasshilat Hamioui;009242;M2T
Tasshilat Heddoub;006836;M2T
Tasshilat Hna Five Service;004183;M2T
Tasshilat Immo Distrib;010384;M2T
Tasshilat Info Bled Jed;004546;M2T
Tasshilat Jbilou;006281;M2T
Tasshilat KM Tech;004042;M2T
Tasshilat Kennab;010009;M2T
Tasshilat Khachane;003344;M2T
Tasshilat Kholti;003642;M2T
Tasshilat Kissane;006999;M2T
Tasshilat Laassiry;004562;M2T
Tasshilat Labjaoui;010333;M2T
Tasshilat Lahbal;010319;M2T
Tasshilat Lahrache;004306;M2T
Tasshilat Lamaachi Info;004575;M2T
Tasshilat Laverie Blanchisserie Pressing Nouasser;009426;M2T
Tasshilat Librerie Papeterie Ifran;003948;M2T
Tasshilat Mazgar;010271;M2T
Tasshilat Messaadi ;010692;M2T
Tasshilat Midou;004004;M2T
Tasshilat Mouadi;006496;M2T
Tasshilat Moumene;000295;M2T
Tasshilat Moumni;006532;M2T
Tasshilat Nakhil Essalam;009305;M2T
Tasshilat Naor;009380;M2T
Tasshilat Nassif;010399;M2T
Tasshilat Nia;006905;M2T
Tasshilat Oubahtine  ;010745;M2T
Tasshilat Ouchaqir;015129;M2T
Tasshilat Oumhella;010250;M2T
Tasshilat Outari;003860;M2T
Tasshilat Rattab;000026;M2T
Tasshilat Rhrich Abdellatif;001570;M2T
Tasshilat Saadan ;010718;M2T
Tasshilat Saadi;001262;M2T
Tasshilat Sakhi;009264;M2T
Tasshilat Sbaii;001518;M2T
Tasshilat Soualem;001303;M2T
Tasshilat Tabat;005623;M2T
Tasshilat Tahri;002753;M2T
Tasshilat Taleb Said;010297;M2T
Tasshilat Taoufik;002019;M2T
Tasshilat Techfond;001373;M2T
Tasshilat Temli;002101;M2T
Tasshilat Tirani;006690;M2T
Tasshilat Yacoubi Service;000641;M2T
Tetouan place El hamama;702058;CASH PLUS
Tin Mansour;701618;CASH PLUS
Tiznit Quartier Afraq;701380;CASH PLUS
Tlat louled;701498;CASH PLUS
VISITE TECHNIQUE PONT BENKHIRANE;701780;CASH PLUS
WAFAE HAY ANAIM;700259;CASH PLUS
WALAA;700386;CASH PLUS
WE TRANSFERT AKNOULˇ ;097971;BARID CASH
WatteauDerb Ghellaf;702304;CASH PLUS
YAMOURI;700345;CASH PLUS
YOUSSOUFIA  HAY HASSANI;701953;CASH PLUS
YOUSSOUFIA  LAGHDIR;700979;CASH PLUS
YSF EL JADIDA MOHAMED V;098725;BARID CASH
Yasmine Khemisset;700923;CASH PLUS
ZAGORA;701897;CASH PLUS
ZAHWA;700215;CASH PLUS
ZAIDA CENTRE;700844;CASH PLUS
ZAIOUCHABIBA;700496;CASH PLUS
ZAYTOUN HASSAN II;700563;CASH PLUS
ZEGOTA;702346;CASH PLUS
ZGHANGHAN;700763;CASH PLUS
ZHAILIGA;702252;CASH PLUS
ZM BOUSKOURA VICTORIA;097940;BARID CASH
ZONE INDUSTRIELLE MLY RCHID;700551;CASH PLUS
ZOUAGHA HAUT;700116;CASH PLUS
ZOUHOUR;700354;CASH PLUS
ZYATINE 2;701760;CASH PLUS
Zankat beni amir;700487;CASH PLUS
Zeghanghane jaadar;701838;CASH PLUS
alfarah 2 khmisset;700685;CASH PLUS
anassi 3;701785;CASH PLUS
baabcha.elogla;701863;CASH PLUS
bab jdid;701132;CASH PLUS
bd Taddart;701867;CASH PLUS
chaabi cash amalou cash;009532;M2T
chaouen ain haouzi;700560;CASH PLUS
chateau hay farah1;700694;CASH PLUS
eddoha arsatzitoun;702104;CASH PLUS
errich tahmidante;701732;CASH PLUS
faryata tagzirt;700488;CASH PLUS
fes chefchaouni;701747;CASH PLUS
first sidi maarouf;701647;CASH PLUS
fËs shore;701604;CASH PLUS
hay commandar;701734;CASH PLUS
hay rahma nassim;700593;CASH PLUS
hay riad;700506;CASH PLUS
hay salam sok larba;700635;CASH PLUS
kalaat boqorra;701702;CASH PLUS
lahmidyine;700698;CASH PLUS
lahraouin.akramine;700313;CASH PLUS
lala soukaina;702141;CASH PLUS
lotissement ragraga;701128;CASH PLUS
marassa rabat;701921;CASH PLUS
marche de gros route kenitra;700732;CASH PLUS
mosquÈe ennour;702289;CASH PLUS
mouaza1 sale;700696;CASH PLUS
najmat el janoub;700335;CASH PLUS
nejma tanger;701700;CASH PLUS
oued errammane;700524;CASH PLUS
ouled Driss;700519;CASH PLUS
ouled bouhmed ouled zarrad;701499;CASH PLUS
ouled hamdane;701752;CASH PLUS
ouledmesbah;702162;CASH PLUS
quartier rmel;701708;CASH PLUS
sanyat berguig;700469;CASH PLUS
sidi aissa centre 2;702133;CASH PLUS
sidi ali benhamdouche;700843;CASH PLUS
sidi bouzkri lhay;701842;CASH PLUS
walili.haysalam;701837;CASH PLUS
zerktouni 2;701438;CASH PLUS
