Adresse;Agent;Agent privilegie;Commentaires;Competence;Courriel;Creneau horaire de passage;Date d'echeance;Date de depart;Duree;Duree maximale de transport;Heure de passage prevu;Hub;Identifiant externe;Latitude;Longitude;Mobile;Nom;Partner;Plaque d'immatriculation;Poids;Référence de commande;Telephone;Type;Type d'intervention;Volume
Magasin N30 Angle Avenue Riad Et Rue Le Prince Sidi Mohammed Hay Baraka Karia Sale Salé;Ismail KHETTABI;;;;;10:00-19:00;;18/04/2022;5;;15:49;M2T;001243;34.02507;-6.76745;+212661698537;Chaabi Cash Marocash;M2T;10174-A-73;1;DM220497837;+212661698537;;;0
Avenue riad n 30 hay albaraka. Karia Salé;Ismail KHETTABI;;;;;10:00-19:00;;18/04/2022;5;;16:07;M2T;700284;34.02161;-6.764305;+212615099776;Riyad sale;CASH PLUS;10174-A-73;1;DM220497837;+212615099776;;;0
C 5 Im 12 Av Hassan II Salé;Ismail KHETTABI;;;;;10:00-19:00;;18/04/2022;5;;16:36;M2T;700122;33.997125;-6.73981;+212661788444;SALA EL JADIDA Av Hassan II;CASH PLUS;10174-A-73;1;DM220497837;+212661788444;;;0
RÉSIDENCE MARWA IMM I MAGASIN 13. 9999 Salé;Ismail KHETTABI;;;;;10:00-19:00;;18/04/2022;5;;16:50;M2T;700627;33.992704;-6.733863;+212600883415;Panoramique sala jadida;CASH PLUS;10174-A-73;1;DM220497837;+212600883415;;;0
Avenue Massira Verte Hay 7 Rue Soualem N46 Kariat Ouled Moussa Sale Salé;Ismail KHETTABI;;;;;10:00-19:00;;18/04/2022;5;;17:31;M2T;000502;34.013489;-6.771128;+212662794596;Chaabi Cash M2t - Sale - KOM;M2T;10174-A-73;1;DM220497837;+212662794596;;;0
68 rue 202 bab siffer fesain haroun Fès;Driss Zdaali;;;;;10:00-19:00;;18/04/2022;5;;10:26;M2T;700757;34.06658;-5.0074;+212673118687;AIN HAROUNE;CASH PLUS;80627-H-6;1;DM220497837;+212673118687;;;0
Centre Commercial Riad Al Fath Rue 17 Lot Oued Fes Fès;Driss Zdaali;;;;;10:00-19:00;;18/04/2022;5;;10:45;M2T;701692;34.0591;-5.0337;+212535756329;ELFATH FES;CASH PLUS;80627-H-6;1;DM220497837;+212535756329;;;0
N A 209 Lots El Menzeh 3 Marinniyene Fes Fès;Driss Zdaali;;;;;10:00-19:00;;18/04/2022;5;;11:10;M2T;001581;34.04945;-5.03596;+212668374720;Tasshilat En-Nahibi;M2T;80627-H-6;1;DM220497837;+212668374720;;;0
oued aljaoihir Fès;Driss Zdaali;;;;;10:00-19:00;;18/04/2022;5;;12:33;M2T;700599;34.034126;-5.059459;+212677648558;Lotissement Chaimae;CASH PLUS;80627-H-6;1;DM220497837;+212677648558;;;0
N 6 Lots Taoufik Oued Fes Fes Fès;Driss Zdaali;;;;;10:00-19:00;;18/04/2022;5;;12:48;M2T;001658;34.03149;-5.04374;+212663069800;Chaabi Cash Mb Dexcellence;M2T;80627-H-6;1;DM220497837;+212663069800;;;0
N°13 LOTS MABROUKA ZOUAGHA HAUT Fès;Driss Zdaali;;;;;10:00-19:00;;18/04/2022;5;;12:58;M2T;700116;34.0233938;-5.0368417;+212668564345;ZOUAGHA HAUT;CASH PLUS;80627-H-6;1;DM220497837;+212668564345;;;0
9 LOT NASSIM BENSOUDA BLOC P Fès;Driss Zdaali;;;;;10:00-19:00;;18/04/2022;5;;13:31;M2T;700338;33.994662;-5.059826;+212663399796;FESELMASSIRA;CASH PLUS;80627-H-6;1;DM220497837;+212663399796;;;0
N°357 BLOC B HAY WIFAQ ROUTE AIN SMEN ZOUAGHA Fès;Driss Zdaali;;;;;10:00-19:00;;18/04/2022;5;;13:50;M2T;700704;34.0119391;-5.0252373;+212646238156;AINSMEN;CASH PLUS;80627-H-6;1;DM220497837;+212646238156;;;0
Hay Tarik I Rue Mohamed Aziz Lahbabi N? 39 Fès;Driss Zdaali;;;;;10:00-19:00;;18/04/2022;5;;14:10;M2T;700347;34.0318238;-5.025845;+212535603841;HAYTARIK;CASH PLUS;80627-H-6;1;DM220497837;+212535603841;;;0
36 Lot Du Parc Champs De Course Lot 36 Sinord Mag 3 Fes Sinord Fes Fès;Driss Zdaali;;;;;10:00-19:00;;18/04/2022;5;;14:38;M2T;001675;34.02218;-5.0039;+212707193113;Chaabi cash M8;M2T;80627-H-6;1;DM220497837;+212707193113;;;0
IMM MAGASIN 3 RÉSIDENCE Amira 3 ANGLE RUE D'ALGER Meknès;Yacine Atti;;;;;10:00-19:00;;18/04/2022;5;;10:00;M2T;702136;33.89896;-5.54084;+212674558673;RUE D'ALGER;CASH PLUS;77717-A-7;1;DM220497837;+212674558673;;;0
N19 Rue 3 Zerhounia Meknes Meknès;Yacine Atti;;;;;10:00-19:00;;18/04/2022;5;;10:25;M2T;002726;33.90086;-5.57959;+212625638084;Chaabi Cash Nait Ahmed services;M2T;77717-A-7;1;DM220497837;+212625638084;;;0
43 BIS LOT TRAVAUX PUBLICS TOULAL Meknès;Yacine Atti;;;;;10:00-19:00;;18/04/2022;5;;10:40;M2T;701205;33.885402;-5.596305;+212663869889;TOULALFR;CASH PLUS;77717-A-7;1;DM220497837;+212663869889;;;0
MAGASIN N°3 AVENUE ABDELKARIM EL KHATTABI SBATA Meknès;Yacine Atti;;;;;10:00-19:00;;18/04/2022;5;;10:55;M2T;700167;33.882083;-5.568598;+212649137597;SBATA MEKNES;CASH PLUS;77717-A-7;1;DM220497837;+212649137597;;;0
216 LOT OULJAT LMRANI TOUARGA Meknès;Yacine Atti;;;;;10:00-19:00;;18/04/2022;5;;11:03;M2T;701154;33.873932;-5.562491;+212766454194;MEKTOUARGA;CASH PLUS;77717-A-7;1;DM220497837;+212766454194;;;0
N84 Kissariat Dar Smen Meknes Meknès;Yacine Atti;;;;;10:00-19:00;;18/04/2022;5;;11:25;M2T;002703;33.8661427;-5.5813686;+212661162552;Chaabi Cash CCCTeam;M2T;77717-A-7;1;DM220497837;+212661162552;;;0
n 947marjane 2 meknes Meknès;Yacine Atti;;;;;10:00-19:00;;18/04/2022;5;;11:36;M2T;700082;33.860461;-5.574898;+212619638398;MEKALMARJANE;CASH PLUS;77717-A-7;1;DM220497837;+212619638398;;;0
Mag 3 Au N°305 Res Rahma Lot Riad Al Ismailia Meknès;Yacine Atti;;;;;10:00-19:00;;18/04/2022;5;;11:47;M2T;701139;33.855248;-5.567158;+212661780343;Mosquée Anassi;CASH PLUS;77717-A-7;1;DM220497837;+212661780343;;;0
N 35 INARA 3 SIDI BOUZAKRI Meknès;Yacine Atti;;;;;10:00-19:00;;18/04/2022;5;;12:23;M2T;700803;33.855225;-5.527703;+212663070214;AL INARA MEKNES;CASH PLUS;77717-A-7;1;DM220497837;+212663070214;;;0
N1490 MARJANE 5 MEKNES Meknès;Yacine Atti;;;;;10:00-19:00;;18/04/2022;5;;12:32;M2T;700067;33.86114;-5.53259;+212664878273;MEKSIDIBOUZEKRI;CASH PLUS;77717-A-7;1;DM220497837;+212664878273;;;0
N176 Agdal Meknes Meknès;Yacine Atti;;;;;10:00-19:00;;18/04/2022;5;;13:11;M2T;002735;33.880754;-5.544485;+212661616480;Chaabi Cash Benatrav;M2T;77717-A-7;1;DM220497837;+212661616480;;;0
Bd Haj M'hamed Ben Chakroune 50013 MEKNES Meknès;Yacine Atti;;;;;10:00-19:00;;18/04/2022;5;;13:33;M2T;083759;33.893384;-5.536261;+212700613808;BC MEKNES CHOUHADA;BARID CASH;77717-A-7;1;DM220497837;+212700613808;;;0
av jamal eddine al afghani hamria Meknès;Yacine Atti;;;;;10:00-19:00;;18/04/2022;5;;13:38;M2T;702152;33.89363;-5.536291;+212661852365;SOUK MLILIYA;CASH PLUS;77717-A-7;1;DM220497837;+212661852365;;;0
Barid cash Boustane Nø 42 Bd el massira OUISALNE , 50062, MEKNES Meknès;Yacine Atti;;;;;10:00-19:00;;18/04/2022;5;;14:00;M2T;083645;33.903172;-5.494685;+212635655796;BC MEKNES BOUSTANE;BARID CASH;77717-A-7;1;DM220497837;+212635655796;;;0
Nø 42 Bd El Massira Ouislane 50045 MEKNES Meknès;Yacine Atti;;;;;10:00-19:00;;18/04/2022;5;;14:09;M2T;083721;33.903626;-5.483994;+212700617670;BC OUISLANE;BARID CASH;77717-A-7;1;DM220497837;+212700617670;;;0
Mag7 Im23 R Repris Boustan2 Wisla Meknes Boustan Meknes Meknès;Yacine Atti;;;;;10:00-19:00;;18/04/2022;5;;14:26;M2T;002798;33.8996493;-5.4738534;+212633545638;Chaabi Cash Mahi Car;M2T;77717-A-7;1;DM220497837;+212633545638;;;0
Magazin no 5 residence ibno sina A3 habous Meknès;Yacine Atti;;;;;10:00-19:00;;18/04/2022;5;;15:00;M2T;701335;33.90315;-5.53173;+212535527063;MEK ALLALELFASSI;CASH PLUS;77717-A-7;1;DM220497837;+212535527063;;;0
75 BD ROUAMZILE Meknès;Yacine Atti;;;;;10:00-19:00;;18/04/2022;5;;15:09;M2T;701444;33.909997;-5.533917;+212661201752;ROIMZINE FR;CASH PLUS;77717-A-7;1;DM220497837;+212661201752;;;0
421 rue lahmidyine BMO Meknès;Yacine Atti;;;;;10:00-19:00;;18/04/2022;5;;15:18;M2T;700698;33.907265;-5.540671;+212679552190;lahmidyine;CASH PLUS;77717-A-7;1;DM220497837;+212679552190;;;0
Dr belaaguid ouahat sidi brahim Tamansourt;Rachid  goissif;;;;;10:00-19:00;;18/04/2022;5;;10:00;M2T;700287;31.70861;-8.004561;+212633171007;Dr Belaaguid ouahat sidi brahim;CASH PLUS;23645-E-6;1;DM220497837;+212633171007;;;0
lot el bahja tamellalet route marrakech_ kelaa Tam Tamelelt;Rachid  goissif;;;;;10:00-19:00;;18/04/2022;5;;11:43;M2T;701655;31.81612;-7.51492;+212662141286;TAMALALT;CASH PLUS;23645-E-6;1;DM220497837;+212662141286;;;0
LOT ZREKEM NR 6 TAMELLALT EL KELAA DES SRAGHNA El kelaa des sraghna;Rachid  goissif;;;;;10:00-19:00;;18/04/2022;5;;11:50;M2T;098266;31.81741;-7.50811;+212667884858;SMPT TAMELELT;BARID CASH;23645-E-6;1;DM220497837;+212667884858;;;0
Nour 2 Ext 34 Nour Kalaatsraghna El kelaa des sraghna;Rachid  goissif;;;;;10:00-19:00;;18/04/2022;5;;12:21;M2T;010271;32.04609;-7.39589;+212625587211;Tasshilat Mazgar;M2T;23645-E-6;1;DM220497837;+212625587211;;;0
132 Ave Mohamed V El Kelaa Des Sraghna El kelaa des sraghna;Rachid  goissif;;;;;10:00-19:00;;18/04/2022;5;;12:30;M2T;006537;32.04855;-7.40879;+212661447608;Chaabi Cash Eska Express;M2T;23645-E-6;1;DM220497837;+212661447608;;;0
AV MOHAMED V N 76 KELAA SERAGHNA El kelaa des sraghna;Rachid  goissif;;;;;10:00-19:00;;18/04/2022;5;;12:35;M2T;702071;32.04938;-7.40804;+212696163370;KELAA DES SRAGHNA;CASH PLUS;23645-E-6;1;DM220497837;+212696163370;;;0
Immeuble B3 NÂ°46 El Kelaa Des Sraghna El kelaa des sraghna;Rachid  goissif;;;;;10:00-19:00;;18/04/2022;5;;12:40;M2T;024013;32.05197;-7.40757;+212678607749;Chaabi Cash M2t- El Kelaa Des Sraghna;M2T;23645-E-6;1;DM220497837;+212678607749;;;0
Av Mhamed 5 NR 16 bis El Kelaâ SraghnaAvenue Moham El kelaa des sraghna;Rachid  goissif;;;;;10:00-19:00;;18/04/2022;5;;12:45;M2T;701078;32.052879;-7.407494;+212624855864;CENTRE VILLE;CASH PLUS;23645-E-6;1;DM220497837;+212624855864;;;0
N°279 BLOC IMLIL EL KELAA DES SRAGHNA El kelaa des sraghna;Rachid  goissif;;;;;10:00-19:00;;18/04/2022;5;;12:57;M2T;701303;32.05824;-7.40437;+212661709705;IMLIL ELKELAA SRAGHNA;CASH PLUS;23645-E-6;1;DM220497837;+212661709705;;;0
N604 El Hana I El Kelaa Des Sraghna El kelaa des sraghna;Rachid  goissif;;;;;10:00-19:00;;18/04/2022;5;;13:10;M2T;006387;32.06279;-7.4141;+212659852924;Chaabi Cash Rachad Cash;M2T;23645-E-6;1;DM220497837;+212659852924;;;0
N 98 FACADE NAKHLA 2 AV DES FAR El kelaa des sraghna;Rachid  goissif;;;;;10:00-19:00;;18/04/2022;5;;13:18;M2T;700170;32.0577;-7.40687;+212659848795;JAYCH EL MALAKI 2;CASH PLUS;23645-E-6;1;DM220497837;+212659848795;;;0
HAY EL MERSS Nø156 AL QODS KELAA SRAGHNA El kelaa des sraghna;Rachid  goissif;;;;;10:00-19:00;;18/04/2022;5;;13:25;M2T;097893;32.05598;-7.40086;+212668065409;AGICASH KELAA SRAGHNA EL QODS;BARID CASH;23645-E-6;1;DM220497837;+212668065409;;;0
Route Principale Commune Rurale Dechra El kelaa des sraghna;Rachid  goissif;;;;;10:00-19:00;;18/04/2022;5;;14:23;M2T;700918;32.19083;-7.18624;+212682199371;DECHRA;CASH PLUS;23645-E-6;1;DM220497837;+212682199371;;;0
CENTRE OUARGUI CR OUARGUI EL KELAA DES SRAGHNA Ataouia;Rachid  goissif;;;;;10:00-19:00;;18/04/2022;5;;16:17;M2T;701763;31.818289;-7.216901;+212666206143;OUARGUI;CASH PLUS;23645-E-6;1;DM220497837;+212666206143;;;0
Quartier Administratif 43102 LAATTAOUIA Laattaouia;Rachid  goissif;;;;;10:00-19:00;;18/04/2022;5;;16:33;M2T;083904;31.833531;-7.312111;+212602393083;BC ATTAOUIA ECHCHEIBIYA;BARID CASH;23645-E-6;1;DM220497837;+212602393083;;;0
RUE ADMINISTRATIF SIDI REHAL KALAAT SERAGHNA Sidi rahhal sud;Rachid  goissif;;;;;10:00-19:00;;18/04/2022;5;;17:50;M2T;097801;31.6408198;-7.4714173;+212661116654;SGTP SIDI RAHHAL;BARID CASH;23645-E-6;1;DM220497837;+212661116654;;;0
CENTRE COMMUNE OULED HASSOUNE Ouled hassoune;Rachid  goissif;;;;;10:00-19:00;;18/04/2022;5;;18:35;M2T;702366;31.64897;-7.83417;+212655603011;OULED HASSOUNE;CASH PLUS;23645-E-6;1;DM220497837;+212655603011;;;0
Jamila 1 Rue N6 N113 Cd Anassi 17 Casablanca Casablanca;Abderhmane Hamse;;;;;10:00-19:00;;18/04/2022;5;;10:00;M2T;009232;33.5471339;-7.5813196;+212661858543;Chaabi Cash Service Zine Maroc;M2T;34599 - B - 7;1;DM220497837;+212661858543;;;0
JAMILA 2 RUE 12 Nø8 CASABLANCA Casablanca;Abderhmane Hamse;;;;;10:00-19:00;;18/04/2022;5;;10:06;M2T;098183;33.5491734;-7.5830452;+212632141141;BC BD KSAR LBHAR;BARID CASH;34599 - B - 7;1;DM220497837;+212632141141;;;0
Bd El Khalil/Hay Mly Abdellah n? 106 Casablanca;Abderhmane Hamse;;;;;10:00-19:00;;18/04/2022;5;;10:24;M2T;700342;33.5477;-7.59905;+212522507162;ALKHALIL;CASH PLUS;34599 - B - 7;1;DM220497837;+212522507162;;;0
M 2 IMM 1 MENARA NASSIM LISSASFA Casablanca;Abderhmane Hamse;;;;;10:00-19:00;;18/04/2022;5;;11:54;M2T;701250;33.5449538;-7.6755201;+212673816164;MENARA NASSIM;CASH PLUS;34599 - B - 7;1;DM220497837;+212673816164;;;0
Immeuble 88 gh 2 résidence el mostakbal sidi maaro Casablanca;Abderhmane Hamse;;;;;10:00-19:00;;18/04/2022;5;;12:41;M2T;701392;33.5293681;-7.6486953;+212522581676;CASA SIDI MAAROUF;CASH PLUS;34599 - B - 7;1;DM220497837;+212522581676;;;0
Lot Al Wouroud Nb 109 Sidi Maarouf Casablanca Casablanca;Abderhmane Hamse;;;;;10:00-19:00;;18/04/2022;5;;13:12;M2T;009406;33.518209;-7.6510096;+212640401482;Chaabi Cash Ouroud Plus;M2T;34599 - B - 7;1;DM220497837;+212640401482;;;0
rue abou baker kadiri hay pam Casablanca;Abderhmane Hamse;;;;;10:00-19:00;;18/04/2022;5;;13:59;M2T;701647;33.5094109;-7.6573255;+212687502149;first sidi maarouf;CASH PLUS;34599 - B - 7;1;DM220497837;+212687502149;;;0
LOT ANNASR BLOC 24 N 64OULED SALEH Bouskoura;Abderhmane Hamse;;;;;14:00-19:00;;18/04/2022;5;;14:28;M2T;701745;33.411708;-7.677703;+212665827544;Ouled saleh;CASH PLUS;34599 - B - 7;1;DM220497837;+212665827544;;;0
25 ZONE INDUSTRIELLE OULED SALEH ETAGE RC LOTISSEMENT FB 25 OULED SALAH Nouaceur;Abderhmane Hamse;;;;;14:00-19:00;;18/04/2022;5;;14:44;M2T;098937;33.4308513;-7.6398604;+212645290039;SAHATEL BOUSKOURA;BARID CASH;34599 - B - 7;1;DM220497837;+212645290039;;;0
OPERATION ANNAKHIL ETAGE MG APPT 2 TR 9 NOUACEUR Nouaceur;Abderhmane Hamse;;;;;14:00-19:00;;18/04/2022;5;;15:24;M2T;702076;33.364503;-7.547112;+212661672197;CHAABI NOUACER;CASH PLUS;34599 - B - 7;1;DM220497837;+212661672197;;;0
9H1 RDC LOTISSEMENT EL MASSIRA DEROUA Deroua;Abderhmane Hamse;;;;;10:00-13:00;;18/04/2022;5;;15:36;M2T;702261;33.40075;-7.53467;+212626469662;Lotissement massira;CASH PLUS;34599 - B - 7;1;DM220497837;+212626469662;;;0
Boulevard Tah Casablanca;Abderhmane Hamse;;;;;10:00-19:00;;18/04/2022;5;;15:58;M2T;700461;33.5349977;-7.57814;+212522219085;Boulevard Tah;CASH PLUS;34599 - B - 7;1;DM220497837;+212522219085;;;0
Centre Tafetacht 44102 Tafetachte Tafetachte;BRAHIM  LABARAA;;;;;10:00-19:00;;18/04/2022;5;;10:55;M2T;083455;31.5817064;-9.2533878;+212637286193;BC TAFTECHT;BARID CASH;WW892919;1;DM220497837;+212637286193;;;0
BOULEVARD EL MASIRA KHADRA ROUTE PRINCIPAL Nø 1 LIANTE ENTRE ESSAOUIRA ET AGADIR Smimou;BRAHIM  LABARAA;;;;;10:00-19:00;;18/04/2022;5;;16:34;M2T;098868;31.206128;-9.703892;+212661765248;BC EC SMIMOU;BARID CASH;WW892919;1;DM220497837;+212661765248;;;0
Magasin N24 Sis A Essaouira El Jadida Essaouira Essaouira;BRAHIM  LABARAA;;;;;10:00-19:00;;18/04/2022;5;;17:31;M2T;006510;31.449418;-9.732889;+212671018346;Chaabi Cash Ghazoua Cashe;M2T;WW892919;1;DM220497837;+212671018346;;;0
mohamed el yazidi Essaouira;BRAHIM  LABARAA;;;;;10:00-19:00;;18/04/2022;5;;17:58;M2T;701075;31.499182;-9.75636;+212662294381;El Mostakbal Essaouira;CASH PLUS;WW892919;1;DM220497837;+212662294381;;;0
N 5 Association Essaouira Darna Quartier Aflef Essaouira Essaouira;BRAHIM  LABARAA;;;;;10:00-19:00;;18/04/2022;5;;18:05;M2T;000565;31.504044;-9.756928;+212666423356;Chaabi Cash M2t - Essaouira;M2T;WW892919;1;DM220497837;+212666423356;;;0
GARAGE N 1 LOT 17 RUE BAHNINI LOTISSEMENT TAMANAR Essaouira;BRAHIM  LABARAA;;;;;10:00-19:00;;18/04/2022;5;;18:13;M2T;701913;31.509629;-9.760175;+212666669113;AL AQABA;CASH PLUS;WW892919;1;DM220497837;+212666669113;;;0
ÉCONOMIQUE N 92 AV ALAQABA ESSAOUIRA Essaouira;BRAHIM  LABARAA;;;;;10:00-19:00;;18/04/2022;5;;18:23;M2T;701920;31.521033;-9.755101;+212707030710;JRIFAT EL AQABA;CASH PLUS;WW892919;1;DM220497837;+212707030710;;;0
n 55 bis BD mly idriss 1 ESSAOUIRA Essaouira;BRAHIM  LABARAA;;;;;10:00-19:00;;18/04/2022;5;;18:33;M2T;700989;31.515477;-9.761194;+212524476810;ESSAOUIRA;CASH PLUS;WW892919;1;DM220497837;+212524476810;;;0
Angle Bd Lalla Aicha et Bd Moukawama 44002 ESSAOUIRA Essaouira;BRAHIM  LABARAA;;;;;10:00-19:00;;18/04/2022;5;;18:40;M2T;083961;31.5101521;-9.7666079;+212700087028;BC ESSAOUIRA PPAL;BARID CASH;WW892919;1;DM220497837;+212700087028;;;0
3 PLACE AL ADALA Tétouan;Redouane BOUALI;;;;;10:00-19:00;;18/04/2022;5;;09:59;M2T;700157;35.5712456;-5.3764796;+212662187625;TETOUAN AVENIDA;CASH PLUS;34603 - B - 7;1;DM220497837;+212662187625;;;0
Avenue Ceuta NÂ°1 Tranche 2 Mhanneche 2 Tetouan Tétouan;Redouane BOUALI;;;;;10:00-19:00;;18/04/2022;5;;10:26;M2T;002091;35.56597;-5.36075;+212613411213;Chaabi Cash Yasomar;M2T;34603 - B - 7;1;DM220497837;+212613411213;;;0
AVENUE MOHAMMED EL KHARRAZ RUE CHAAHOU BENOUNA N Tétouan;Redouane BOUALI;;;;;10:00-19:00;;18/04/2022;5;;10:43;M2T;701184;35.58431;-5.35809;+212661508801;SEDRAOUIA;CASH PLUS;34603 - B - 7;1;DM220497837;+212661508801;;;0
Av Omar Ben Abdelaziz Rue 8 N 2 Tetouan Tetouan Tétouan;Redouane BOUALI;;;;;10:00-19:00;;18/04/2022;5;;11:34;M2T;002349;35.57799;-5.38233;+212667631765;Chaabi Cash Amziren Cash;M2T;34603 - B - 7;1;DM220497837;+212667631765;;;0
Av Abdellah Chefchaouni N202 Tetouan Tetouan Tétouan;Redouane BOUALI;;;;;10:00-19:00;;18/04/2022;5;;11:48;M2T;002345;35.56853;-5.39318;+212670342061;Chaabi Cash Romana Services;M2T;34603 - B - 7;1;DM220497837;+212670342061;;;0
QUARTIER ENASSIM Nø53 TETOUAN Tétouan;Redouane BOUALI;;;;;10:00-19:00;;18/04/2022;5;;12:03;M2T;098884;35.56804;-5.42193;+212615187101;SBS TETOUAN HAY NASSIM;BARID CASH;34603 - B - 7;1;DM220497837;+212615187101;;;0
Secteur D N10 Hay Yaacoub El Mansour Rabat;Ali EL MOUSSALI ;;;;;10:00-19:00;;18/04/2022;5;;09:59;M2T;701353;33.9878;-6.87745;+212537797971;RABMANSOUR;CASH PLUS;57136 - A - 7;1;DM220497837;+212537797971;;;0
Secteur B ouest 28 avenue Essalam Rabat;Ali EL MOUSSALI ;;;;;10:00-19:00;;18/04/2022;5;;10:37;M2T;700589;33.997381;-6.870562;+212661371029;Rabat Av Essalam CYM;CASH PLUS;57136 - A - 7;1;DM220497837;+212661371029;;;0
63 Av Ibn Sina Mag 2 Agdal Rabat Rabat Rabat;Ali EL MOUSSALI ;;;;;10:00-19:00;;18/04/2022;5;;11:05;M2T;001353;33.990898;-6.850408;+212661252562;Chaabi Cash Africa Fourniture;M2T;57136 - A - 7;1;DM220497837;+212661252562;;;0
Rue annakhil hay riad 10113 RABAT Rabat;Ali EL MOUSSALI ;;;;;10:00-19:00;;18/04/2022;5;;12:11;M2T;083711;33.954417;-6.864595;+21200614209;BC RABAT ANNAKHIL;BARID CASH;57136 - A - 7;1;DM220497837;+21200614209;;;0
N46 Bloc Dd Kouass Cym Rabat Rabat;Ali EL MOUSSALI ;;;;;10:00-19:00;;18/04/2022;5;;12:42;M2T;024014;33.978807;-6.876149;+212655644384;Chaabi Cash M2t- Kouass CYM;M2T;57136 - A - 7;1;DM220497837;+212655644384;;;0
Bd Mohamed V Hotel Cafe Raiss Oujd Oujda Oujda;Hicham Lmbarki;;;;;10:00-19:00;;18/04/2022;5;;10:00;M2T;005135;34.685236;-1.913828;+212661608209;Chaabi Cash Hotel Raiss;M2T;10539-A-73;1;DM220497837;+212661608209;;;0
BD MLY HASSAN ABDELGHANI ZIZI OUJDA Oujda;Hicham Lmbarki;;;;;10:00-19:00;;18/04/2022;5;;10:07;M2T;702021;34.681452;-1.909368;+212777042045;OUJLAMDINA;CASH PLUS;10539-A-73;1;DM220497837;+212777042045;;;0
RUE SIDI DRISS, LOTISSEMENT LAALAJ, Nø 4 OUIJDA Oujda;Hicham Lmbarki;;;;;10:00-19:00;;18/04/2022;5;;10:14;M2T;098529;34.684371;-1.903053;+212646000120;GC OUJDA MLY DRISS;BARID CASH;10539-A-73;1;DM220497837;+212646000120;;;0
Boulevard DHAR LAMHALLA LAZARETHAY WAFAE R 10 N192 Oujda;Hicham Lmbarki;;;;;10:00-19:00;;18/04/2022;5;;10:31;M2T;700302;34.684321;-1.881934;+212707078572;OUED DAHAB;CASH PLUS;10539-A-73;1;DM220497837;+212707078572;;;0
SIDI ZIANE , EL FATH RUE B1 Oujda;Hicham Lmbarki;;;;;10:00-19:00;;18/04/2022;5;;10:41;M2T;700720;34.6934341;-1.8732437;+212661147670;OUJDA DHAR LAMHALLA;CASH PLUS;10539-A-73;1;DM220497837;+212661147670;;;0
125 LOT TALHAOUI RTE EL AOUINIA Oujda;Hicham Lmbarki;;;;;10:00-19:00;;18/04/2022;5;;10:51;M2T;702249;34.694468;-1.881525;+212628423315;OUJDA AOUNIA COLAIMO;CASH PLUS;10539-A-73;1;DM220497837;+212628423315;;;0
HAY NASR TRIK MAGHNIYA N 293Trik maghniya Oujda;Hicham Lmbarki;;;;;10:00-19:00;;18/04/2022;5;;11:11;M2T;701783;34.711696;-1.888065;+212707078572;HAY NASR;CASH PLUS;10539-A-73;1;DM220497837;+212707078572;;;0
LOT TAOUFIQ RTE D'ALGÉRIE LOT N 87 Oujda;Hicham Lmbarki;;;;;10:00-19:00;;18/04/2022;5;;11:18;M2T;701966;34.704467;-1.895771;+212661833242;Route d'Algérie;CASH PLUS;10539-A-73;1;DM220497837;+212661833242;;;0
1 RUE ALAARAR LOTS LAALEJ HAY EL HASSANI (M) Oujda;Hicham Lmbarki;;;;;10:00-19:00;;18/04/2022;5;;11:35;M2T;701582;34.7071473;-1.9115562;+212661833242;KOULOUJ HAY EL HASSANI;CASH PLUS;10539-A-73;1;DM220497837;+212661833242;;;0
96,Bd Ahfir,Hay El Mohammadi Oujda Oujda;Hicham Lmbarki;;;;;10:00-19:00;;18/04/2022;5;;11:45;M2T;701870;34.70099;-1.91201;+212661688033;OUJVLGTOUBA;CASH PLUS;10539-A-73;1;DM220497837;+212661688033;;;0
70 Bd Ahfir Bd Ahfir Oujda Oujda;Hicham Lmbarki;;;;;10:00-19:00;;18/04/2022;5;;12:10;M2T;005010;34.69161;-1.91791;+212661979801;Chaabi Cash Tobaecho;M2T;10539-A-73;1;DM220497837;+212661979801;;;0
Hay si lakhdar b60 n45 Oujda;Hicham Lmbarki;;;;;10:00-19:00;;18/04/2022;5;;12:27;M2T;700252;34.686336;-1.936467;+212601514743;Mosquée Quraafi si lakhdar;CASH PLUS;10539-A-73;1;DM220497837;+212601514743;;;0
QUARTIER SI LAKHDER,B30 ROUTE TAZA Oujda;Hicham Lmbarki;;;;;10:00-19:00;;18/04/2022;5;;12:37;M2T;700415;34.680416;-1.934089;+212536514980;OUJSILAKHDER;CASH PLUS;10539-A-73;1;DM220497837;+212536514980;;;0
ROUTE TAZA, Nø 7, QU. EL OUAHDA OUJDA Oujda;Hicham Lmbarki;;;;;10:00-19:00;;18/04/2022;5;;12:42;M2T;098521;34.680275;-1.933971;+212646000120;GC OUJDA RTE TAZA;BARID CASH;10539-A-73;1;DM220497837;+212646000120;;;0
RUEÿ BIR ANZARANE N 8 Qsar KBIR Ksar el kébir;Chahid Benchaqour;;;;;10:00-19:00;;18/04/2022;5;;14:37;M2T;098366;34.995173;-5.904276;+212618837377;ID KSAR EL KEBIR;BARID CASH;34414 -B -7;1;DM220497837;+212618837377;;;0
HAY OLD HMID Gr J AV BRIK N 25 Ksar el kébir;Chahid Benchaqour;;;;;10:00-19:00;;18/04/2022;5;;15:09;M2T;701095;35.019583;-5.912234;+212656656075;HAY OLD HMID;CASH PLUS;34414 -B -7;1;DM220497837;+212656656075;;;0
