Adresse;Agent;Agent privilegie;Commentaires;Competence;Courriel;Creneau horaire de passage;Date d'echeance;Date de depart;Duree;Duree maximale de transport;Heure de passage prevu;Hub;Identifiant externe;Latitude;Longitude;Mobile;Nom;Partner;Plaque d'immatriculation;Poids;Référence de commande;Telephone;Type;Type d'intervention;Volume;rejection
RUE ABDEKARIM EL KHATABI HAY L PAM Driouch;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;14:07;M2T;701232;34.97704;-3.38898;+212667800772;DRIOUECH PAM;CASH PLUS;34591 - B - 7;1;DM220497837;+212667800772;;;0;date de depart non conforme
00 RUE EL 9ODS. 33.DRIOUCH PROVINCE DE DRIOUCH Driouch;Amine  HOURI;;;;;09:00-17:00;;18/04/2022;5;;14:18;;;34.9792528;-3.398304;+212607561272;TOP MACHINERY ( BRICONET ), GHAFFAR MOHAMED;;34591 - B - 7;1;;+212607561272;;;0;Hub n'est pas egale a M2T
N271 Avenue Hassan Ii Driouch Driouch;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;14:26;M2T;003815;34.97486;-3.39711;+212661490990;Chaabi Cash Amigo Express;M2T;34591 - B - 7;1;DM220497837;+212661490990;;;0;date de depart non conforme
Bd Hassan II Midarÿÿ 62502 NADOR Midar;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;14:56;M2T;083648;34.94355;-3.53388;+212640885928;BC MIDAR;BARID CASH;34591 - B - 7;1;DM220497837;+212640885928;;;0;date de depart non conforme
Rue Sefrou Midar Midar Midar;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;15:03;M2T;006480;34.93931;-3.53455;+212626171928;Chaabi Cash Bouhlala Express;M2T;34591 - B - 7;1;DM220497837;+212626171928;;;0;date de depart non conforme
Midar centre Midar;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;15:08;M2T;701891;34.93851;-3.53516;+212666305384;Midar;CASH PLUS;34591 - B - 7;1;DM220497837;+212666305384;;;0;date de depart non conforme
Bd Hassan II Quartier Administratif BEN TAIEB 62102 NADOR Driouch;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;15:51;M2T;083432;35.04529;-3.45223;+212625813906;BC ÿBEN TIB ÿ;BARID CASH;34591 - B - 7;1;DM220497837;+212625813906;;;0;date de depart non conforme
Hay Annahda Bentayeb Ben Tayeb Ben taieb;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;15:58;M2T;006786;35.04866;-3.44778;+212671861971;Chaabi Cash Elect Bakkali;M2T;34591 - B - 7;1;DM220497837;+212671861971;;;0;date de depart non conforme
CENTRE VILLE BOULEVARD AL MASSIRA DAR KEBDANI DRIOUCH Driouch;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;16:33;M2T;098799;35.11969;-3.3319;+212662381858;SC DAR KABDANI;BARID CASH;34591 - B - 7;1;DM220497837;+212662381858;;;0;date de depart non conforme
Boulevard Mohamed V N? 295 Zghanghan Zeghanghane;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;17:43;M2T;700763;35.15297;-3.0061;+212636351166;ZGHANGHAN;CASH PLUS;34591 - B - 7;1;DM220497837;+212636351166;;;0;date de depart non conforme
Bd Mohamed V Segangan Centre 62652 ZEGHANGHANE Nador;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;17:48;M2T;083952;35.15434;-3.00241;+212700086991;BC ZEGHANGHAN;BARID CASH;34591 - B - 7;1;DM220497837;+212700086991;;;0;date de depart non conforme
FALSE Beni ensar;Amine  HOURI;;;;;10:00-19:00;;18/04/2022;5;;18:29;M2T;083671;35.2653007;-2.9321911;+21200614248;BC BENI ENSAR;BARID CASH;34591 - B - 7;1;DM220497837;+21200614248;;;0;date de depart non conforme
centre ville 1 Nador;Mourad  DARDOURI;;;;;09:00-17:00;;18/04/2022;5;;09:02;;;35.1686165;-2.9275836;+212671981674;TAMLIOUINE MOHAMED, achrkoui wasila;;94673 H 6;1;;+212671981674;;;0;Hub n'est pas egale a M2T
Province Nador R610 (AVANCE DE 100 DH RESTE DE PRIX 900 DH) 1 Nador;Mourad  DARDOURI;;;;;09:00-17:00;;18/04/2022;5;;09:07;;;35.1686165;-2.9275836;+212642621062;AVITO, Aziz Benali;;94673 H 6;1;;+212642621062;;;0;Hub n'est pas egale a M2T
Beninsar nador 1 Nador;Mourad  DARDOURI;;;;;09:00-17:00;;18/04/2022;5;;09:12;;;35.1686165;-2.9275836;+212666866707;AMINE AIT ALI, Youssef;;94673 H 6;1;;+212666866707;;;0;Hub n'est pas egale a M2T
Hay nador al jadid lot 20 Nador;Mourad  DARDOURI;;;;;09:00-17:00;;18/04/2022;5;;09:26;;;35.1520675;-2.9294762;+212658454522;Moroccan Bazaar, Laksibi Layla;;94673 H 6;1;;+212658454522;;;0;Hub n'est pas egale a M2T
QU ARRED RUE186 N 126 Nador;Mourad  DARDOURI;;;;;10:00-19:00;;18/04/2022;5;;09:59;M2T;701685;35.15044;-2.93192;+212700148832;MASJID AL FATH ARRED;CASH PLUS;94673 H 6;1;DM220497837;+212700148832;;;0;date de depart non conforme
Hay Taouima,BD principal ,rue 44 N01 Nador;Mourad  DARDOURI;;;;;10:00-19:00;;18/04/2022;5;;10:21;M2T;701623;35.1265;-2.92843;+212707630931;NADOR MARJANE;CASH PLUS;94673 H 6;1;DM220497837;+212707630931;;;0;date de depart non conforme
hay al matar en face agence jumia 1 Nador;Mourad  DARDOURI;;;;;09:00-17:00;;18/04/2022;5;;10:42;;;35.1470827;-2.9169493;+212652828351;LIBRAIRIE ALCARASS, imane boulakssili;;94673 H 6;1;;+212652828351;;;0;Hub n'est pas egale a M2T
AV DES FAR IMM BOUAMARA N 38 ETAGE 1 N 2 NADOR Nador;Mourad  DARDOURI;;;;;10:00-19:00;;18/04/2022;5;;11:06;M2T;098111;35.17372;-2.92348;+212661480917;BC ALKARAMA NADOR;BARID CASH;94673 H 6;1;DM220497837;+212661480917;;;0;date de depart non conforme
BD HASSAN II N 142 Nador;Mourad  DARDOURI;;;;;10:00-19:00;;18/04/2022;5;;11:13;M2T;701228;35.17833;-2.92457;+212661402554;NADOR HASSAN II;CASH PLUS;94673 H 6;1;DM220497837;+212661402554;;;0;date de depart non conforme
Angle Med V Et Bd Ibn Sina N°64 Nador;Mourad  DARDOURI;;;;;10:00-19:00;;18/04/2022;5;;11:20;M2T;700588;35.17997;-2.92488;+212667033348;NADOR BD IBN SINA;CASH PLUS;94673 H 6;1;DM220497837;+212667033348;;;0;date de depart non conforme
152 BD HOPITAL EL HASSANI Nador;Mourad  DARDOURI;;;;;10:00-19:00;;18/04/2022;5;;11:30;M2T;700955;35.17555;-2.93336;+212665426264;HOPITAL EL HASSANI NADOR;CASH PLUS;94673 H 6;1;DM220497837;+212665426264;;;0;date de depart non conforme
ROUTE TAOUIMA N 130 Nador;Mourad  DARDOURI;;;;;10:00-19:00;;18/04/2022;5;;11:37;M2T;700010;35.16982;-2.93321;+212624219010;ROUTE TAOUIMA;CASH PLUS;94673 H 6;1;DM220497837;+212624219010;;;0;date de depart non conforme
Rte zghanghan oulad mimoun Nador;Mourad  DARDOURI;;;;;10:00-19:00;;18/04/2022;5;;11:47;M2T;700615;35.17009;-2.93948;+212536600182;Al ouahda nador;CASH PLUS;94673 H 6;1;DM220497837;+212536600182;;;0;date de depart non conforme
ROUTE ZEGANGAN BLOC A R2 N9OULED BOUTAYEB Nador;Mourad  DARDOURI;;;;;10:00-19:00;;18/04/2022;5;;11:59;M2T;701798;35.16682;-2.94794;+212662365536;OULED BOUTAYEB;CASH PLUS;94673 H 6;1;DM220497837;+212662365536;;;0;date de depart non conforme
Douar Bouyzarzar Ihadadan Bni bouifrour;Mourad  DARDOURI;;;;;10:00-19:00;;18/04/2022;5;;12:14;M2T;006068;35.16305;-2.9613;+212661757051;Tasshilat Benamar;M2T;94673 H 6;1;DM220497837;+212661757051;;;0;date de depart non conforme
Boulevard Med 5 Hy Jouahra Zeghanghane;Mourad  DARDOURI;;;;;10:00-19:00;;18/04/2022;5;;12:26;M2T;701838;35.15398;-2.98563;+212666305384;Zeghanghane jaadar;CASH PLUS;94673 H 6;1;DM220497837;+212666305384;;;0;date de depart non conforme
BD PRINCIPAL CENTRE VILLE KRONA Kerouna;Mourad  DARDOURI;;;;;10:00-19:00;;18/04/2022;5;;16:37;M2T;701309;35.11846;-3.64079;+212661294921;KRONA CENTRE;CASH PLUS;94673 H 6;1;DM220497837;+212661294921;;;0;date de depart non conforme
Bd Mohamed V N 18 Centre Kassita Nador-Driouch Driouch;Mourad  DARDOURI;;;;;10:00-19:00;;18/04/2022;5;;18:44;M2T;010546;34.88943;-3.7275;+212661711426;Chaabi Cash Kassita Car;M2T;94673 H 6;1;DM220497837;+212661711426;;;0;date de depart non conforme
00 LOTISSEMENT EL AMAL N°62 PRES STATION TAXI MEKNES Boufakrane;Abderrazzak Banaata;;;;;09:00-17:00;;18/04/2022;5;;09:36;;;33.7557952;-5.485646;+212607368074;inwi, ILIASS Ankari;;13669 - E - 6;1;;+212607368074;;;0;Hub n'est pas egale a M2T
Avenu hassan 2 Agouray el hajeb Agourai;Abderrazzak Banaata;;;;;10:00-19:00;;18/04/2022;5;;10:30;M2T;098781;33.641739;-5.58796;+212662381858;SC AGOURAI;BARID CASH;13669 - E - 6;1;DM220497837;+212662381858;;;0;date de depart non conforme
DOUAR KISSARIAT SABT JAHJOUH Sebt jahjouh;Abderrazzak Banaata;;;;;10:00-19:00;;18/04/2022;5;;11:22;M2T;700807;33.7198391;-5.6681044;+212655086200;SEBT JAHJOUH;CASH PLUS;13669 - E - 6;1;DM220497837;+212655086200;;;0;date de depart non conforme
Hay El Yasmine Rue 1 N 23 El Hajeb El hajeb;Abderrazzak Banaata;;;;;09:00-17:00;;18/04/2022;5;;12:32;;;33.6834414;-5.3764244;+212615695827;M2T, ES10773Tasshilat El Hilali;;13669 - E - 6;1;;+212615695827;;;0;Hub n'est pas egale a M2T
Avenue Mohamed V El Hajeb Haut 51002 EL HAJEB El hajeb;Abderrazzak Banaata;;;;;10:00-19:00;;18/04/2022;5;;12:41;M2T;083795;33.684094;-5.372648;+212700623134;BC EL HAJEB;BARID CASH;13669 - E - 6;1;DM220497837;+212700623134;;;0;date de depart non conforme
lot ain agbal habitation ain aghbal ,493 Ain aghbal;Abderrazzak Banaata;;;;;10:00-19:00;;18/04/2022;5;;13:58;M2T;700191;33.44521;-5.22092;+212669334548;AIN AGHBALA;CASH PLUS;13669 - E - 6;1;DM220497837;+212669334548;;;0;date de depart non conforme
143 149 Bd Hassan II Ahadaf - Azrou Azrou;Abderrazzak Banaata;;;;;09:00-17:00;;18/04/2022;5;;14:07;;;33.4427194;-5.22471;+212673066472;M2T, ES10817Tasshilat Lrhorfi;;13669 - E - 6;1;;+212673066472;;;0;Hub n'est pas egale a M2T
Magasin 15 Nakhil 6 Ihssane 1 Imm GH3 Ahadaf Azrou Azrou;Abderrazzak Banaata;;;;;09:00-17:00;;18/04/2022;5;;14:12;;;33.4427194;-5.22471;+212661898656;M2T, ES6961Chaabi Cash Lahlimi Multiservice;;13669 - E - 6;1;;+212661898656;;;0;Hub n'est pas egale a M2T
Bp 207 appt 4 Azrou;Abderrazzak Banaata;;;;;09:00-17:00;;18/04/2022;5;;14:19;;;33.4355532;-5.2242565;+212600542696;EL MEHDI EL IBRAHIMIA, Elouazizi driss;;13669 - E - 6;1;;+212600542696;;;0;Hub n'est pas egale a M2T
Ait Moussa Adi CR ben smim Azrou 1 Azrou;Abderrazzak Banaata;;;;;;;18/04/2022;5;;14:28;;;33.4347305;-5.231887899999999;+212666567673;AMINE AIT ALI, Elabdellaoui Marouan;;13669 - E - 6;1;;+212666567673;;;0;Hub n'est pas egale a M2T
Azrou Azrou 00 Azrou;Abderrazzak Banaata;;;;;09:00-17:00;;18/04/2022;5;;14:33;;;33.4347305;-5.231887899999999;+212624408608;SHOPSHIP , Ait lhoussaine abdelah;;13669 - E - 6;1;;+212624408608;;;0;Hub n'est pas egale a M2T
162 rue 5 erretaha ahadad azrou Azrou;Abderrazzak Banaata;;;;;09:00-17:00;;18/04/2022;5;;14:47;;;33.4412329;-5.2299111;+212666996468;2WLS, Chaibi Ahmed;;13669 - E - 6;1;;+212666996468;;;0;Hub n'est pas egale a M2T
Lot belle vue el hajeb Belle vue El hajeb;Abderrazzak Banaata;;;;;10:00-19:00;;18/04/2022;5;;16:01;M2T;700552;33.66735;-5.37167;+212664878273;Al Omrane;CASH PLUS;13669 - E - 6;1;DM220497837;+212664878273;;;0;date de depart non conforme
N103 Lot El Omrane 1 El Hajeb 00 El hajeb;Abderrazzak Banaata;;;;;09:00-17:00;;18/04/2022;5;;16:08;;;33.668123;-5.3736844;+212661075875;M2T, ES6182Chaabi Cash Proritaje;;13669 - E - 6;1;;+212661075875;;;0;Hub n'est pas egale a M2T
Lot El Yakout 1 N°138 El Hajeb 00 El hajeb;Abderrazzak Banaata;;;;;09:00-17:00;;18/04/2022;5;;16:18;;;33.685735;-5.3677844;+212682669389;M2T, ES10574Tasshilat Najah;;13669 - E - 6;1;;+212682669389;;;0;Hub n'est pas egale a M2T
Avenue Mohamed V, El Hajeb ,BP 176 El hajeb;Abderrazzak Banaata;;;;;09:00-17:00;;18/04/2022;5;;16:23;;;33.685735;-5.3677844;+212660102767;CBI, BF ELHAJEB;;13669 - E - 6;1;;+212660102767;;;0;Hub n'est pas egale a M2T
Nø108 BOULEVARD HASSAN 2 EL HAJEB El hajeb;Abderrazzak Banaata;;;;;10:00-19:00;;18/04/2022;5;;16:32;M2T;098179;33.692851;-5.36753;+212632141141;BC BD EL HAJEB;BARID CASH;13669 - E - 6;1;DM220497837;+212632141141;;;0;date de depart non conforme
Imm B Commerce 1 Programme Talbia Quartier Administratif El Hajeb El Hajeb El hajeb;Abderrazzak Banaata;;;;;10:00-19:00;;18/04/2022;5;;16:37;M2T;010181;33.69484;-5.36608;+212618530880;Chaabi Cash Kdilia Multiservices;M2T;13669 - E - 6;1;DM220497837;+212618530880;;;0;date de depart non conforme
AIT HMAD AIT BOUDIDMANE BOUDERBALA CENTRE 51025 PROVINCE EL HAJEBÿ El hajeb;Abderrazzak Banaata;;;;;10:00-19:00;;18/04/2022;5;;17:10;M2T;098189;33.817261;-5.275751;+212632141141;BD BOUDARBALA;BARID CASH;13669 - E - 6;1;DM220497837;+212632141141;;;0;date de depart non conforme
AV HASSAN 2 COTE DROITE HAY SAADA SBAA AYOUNE El hajeb;Abderrazzak Banaata;;;;;10:00-19:00;;18/04/2022;5;;18:09;M2T;700199;33.90192;-5.37123;+212663107272;SBAAYOUN FR;CASH PLUS;13669 - E - 6;1;DM220497837;+212663107272;;;0;date de depart non conforme
19, rue de chauny belvedere casablanca;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;09:16;;;33.5951297;-7.5969982;+212642444325;KHAWLA LAMBARKI EL ALLIOUI, Diffuseur maroc;;893241 WW;1;;+212642444325;;;0;Hub n'est pas egale a M2T
00 01 RUE AIT BAAMRANE RESIDENCE LES CHAMPS MOHAMED 5 C ETAGE 01 APP 02 Roches Noires Casablanca;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;09:22;;;33.5938013;-7.5988316;+212669174773;inwi, AGOUZOUL EL MEHDI;;893241 WW;1;;+212669174773;;;0;Hub n'est pas egale a M2T
52 Rue de provins Casablanca;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;09:28;;;33.5923209;-7.603204099999999;+212600000000;CBI, CBI EMILE ZOLA;;893241 WW;1;;+212600000000;;;0;Hub n'est pas egale a M2T
lydec diouri 1 Casablanca;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;09:34;;;33.5933522;-7.607925199999999;+212653987591;TAMLIOUINE MOHAMED, anas kacha;;893241 WW;1;;+212653987591;;;0;Hub n'est pas egale a M2T
02 Rue Mohammed Sefiani Casablanca Casablanca;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;09:39;;;33.5933522;-7.607925199999999;+212663089986;M2T, ES9735Tasshilt Rif Center;;893241 WW;1;;+212663089986;;;0;Hub n'est pas egale a M2T
17 rue Aman ex caporal Beaux Q. Benjdia CASABLANCA MAROC Casablanca;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;09:46;;;33.5897717;-7.6126386;+212522440240;Action Goodies Commerciales, Leila benjelloune;;893241 WW;1;;+212522440240;;;0;Hub n'est pas egale a M2T
47 Rue Ennarjess Rdc Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;10:00;M2T;009459;33.5845741;-7.612619;+212661520018;Chaabi Cash Facility Concept;M2T;893241 WW;1;DM220497837;+212661520018;;;0;date de depart non conforme
29 AVENUE 2 MARS MERS SULTAN Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;10:06;M2T;701924;33.580076;-7.614931;+212520210030;2 MARS MURDOCH;CASH PLUS;893241 WW;1;DM220497837;+212520210030;;;0;date de depart non conforme
quartier des hopitaux 20503 CASABLANCA Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;10:12;M2T;083766;33.5769235;-7.6178814;+212700622584;BC CASA QUARTIER DES HOPITAUX;BARID CASH;893241 WW;1;DM220497837;+212700622584;;;0;date de depart non conforme
95 Bd Abdelmoumen Casablanca Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;10:18;M2T;024005;33.5793698;-7.6248418;+212613519551;Chaabi Cash M2t - Casablanca - Abdelmoumen;M2T;893241 WW;1;DM220497837;+212613519551;;;0;date de depart non conforme
N118 Bd Abdelmoumen Derb Ghallef Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;10:24;M2T;000062;33.5761143;-7.6258793;+212679300585;Chaabi Cash Dahiri Electro;M2T;893241 WW;1;DM220497837;+212679300585;;;0;date de depart non conforme
00 ifrikia derb khadoj ouhlima rue 04 num 183 Casablanca;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;10:30;;;33.57045859999999;-7.6265305;+212608519520;inwi, BAHAR NADIA;;893241 WW;1;;+212608519520;;;0;Hub n'est pas egale a M2T
derb Chourafae rue 47 numero 9 Casablanca;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;10:35;;;33.57045859999999;-7.6265305;+212638373340;Moroccan Bazaar, Chaimaa maad;;893241 WW;1;;+212638373340;;;0;Hub n'est pas egale a M2T
00 bachkou complexe résidentiel anfa imm 5 appt 2 Casablanca;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;10:42;;;33.5582447;-7.6267417;+212661471342;QITAB, ait abdallah Ouali;;893241 WW;1;;+212661471342;;;0;Hub n'est pas egale a M2T
Bd taddart b11 Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;10:49;M2T;701867;33.5552022;-7.627701;+212688639593;bd Taddart;CASH PLUS;893241 WW;1;DM220497837;+212688639593;;;0;date de depart non conforme
Gare ouasis maarif 20035 CASABLANCA Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;10:57;M2T;083871;33.5549314;-7.6315568;+212638460732;BC OASIS GARE;BARID CASH;893241 WW;1;DM220497837;+212638460732;;;0;date de depart non conforme
156 AVENUE OMAR EL KHAYAM BEAUSEJOUR Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;11:04;M2T;701399;33.5653308;-7.6471014;+212522940435;OMAR EL KHAYAM BEAUSEJOUR;CASH PLUS;893241 WW;1;DM220497837;+212522940435;;;0;date de depart non conforme
44 Rue Al Ouroud Hay Erraha Casablanca Casablanca;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;11:12;;;33.5694318;-7.6473448;+212665112062;M2T, ES9740Tasshilat Amoud;;893241 WW;1;;+212665112062;;;0;Hub n'est pas egale a M2T
N 235 Bd Yacoub El Mansour Beausejour Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;11:19;M2T;000511;33.5690771;-7.651491;+212676434037;Chaabi Cash M2t - Casablanca -Beausejour;M2T;893241 WW;1;DM220497837;+212676434037;;;0;date de depart non conforme
Boulevard ibnousina 00 Casablanca;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;11:28;;;33.5740698;-7.6645221;+212668554042;Moroccan Bazaar, Souad nadri;;893241 WW;1;;+212668554042;;;0;Hub n'est pas egale a M2T
Bd Oc‚an Atlantique. Ain Diab 20052 CASABLANCA Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;11:39;M2T;083727;33.5921332;-7.676425;+212700087022;BC CASA AIN DIAB;BARID CASH;893241 WW;1;DM220497837;+212700087022;;;0;date de depart non conforme
108 BD GHANDI RESIDENCE GHANDI MAGASIN N°9 Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;11:49;M2T;700935;33.5745175;-7.6508403;+212669889420;GHANDI;CASH PLUS;893241 WW;1;DM220497837;+212669889420;;;0;date de depart non conforme
36 rue socrate residence calvi 5eme etage Casablanca;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;11:56;;;33.5771217;-7.644194199999998;+212632472618;Moroccan Bazaar, Zineb;;893241 WW;1;;+212632472618;;;0;Hub n'est pas egale a M2T
00 RÉSIDENCE CELIA 18 RUE IBNOU KATIR APARTMENT 20 Casablanca;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;12:02;;;33.5757768;-7.646122699999998;+212618547441;inwi, EL Khir Mourad;;893241 WW;1;;+212618547441;;;0;Hub n'est pas egale a M2T
202,Boulevard brahim roudani 20370 CASABLANCA Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;12:08;M2T;083774;33.574323;-7.640433;+212700618701;BC CASA ROUDANI;BARID CASH;893241 WW;1;DM220497837;+212700618701;;;0;date de depart non conforme
00 rue Georges Sand res madkouri 3etg n 11 val fleurie casa Casablanca;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;12:14;;;33.5769059;-7.6363078;+212648151582;inwi, EL ISMAILI RABAB;;893241 WW;1;;+212648151582;;;0;Hub n'est pas egale a M2T
130, Rue Habacha Rue Watteau , Quartier Plateaux Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;12:20;M2T;702304;33.575231;-7.6310629;+212656249402;WatteauDerb Ghellaf;CASH PLUS;893241 WW;1;DM220497837;+212656249402;;;0;date de depart non conforme
38 RUE IBN NAFIS MAARIF Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;12:27;M2T;701368;33.582944;-7.634919;+212522234936;CASMAARIF;CASH PLUS;893241 WW;1;DM220497837;+212522234936;;;0;date de depart non conforme
00 22 RUE IBNOU NAFID MAARIF Casablanca;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;12:33;;;33.5833956;-7.634314;+212614099566;inwi, HABIB EDDDINE FATIMA;;893241 WW;1;;+212614099566;;;0;Hub n'est pas egale a M2T
N1 Rue Oussama Ibnou Zaid Ex Rue Jura Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;12:39;M2T;024009;33.5812156;-7.634043;+212666256559;Chaabi Cash M2t- Jura;M2T;893241 WW;1;DM220497837;+212666256559;;;0;date de depart non conforme
34 rue sharam achayekh quartier palmier Casablanca;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;12:45;;;33.583052;-7.6294947;+212600000000;QITAB, QITAB;;893241 WW;1;;+212600000000;;;0;Hub n'est pas egale a M2T
166 168 Bd Mohamed Zerktouni Casablanca 20060 Casablanca;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;12:51;;;33.5860598;-7.629913699999999;+212522499700;Action Goodies Commerciales, Abdrahime Dbiche;;893241 WW;1;;+212522499700;;;0;Hub n'est pas egale a M2T
BOULEVARD ZERKTOUNI,N°192 ANGLE RUE MOUSSA BNOUSAY Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;12:56;M2T;701438;33.5869054;-7.631429;+212522228501;zerktouni 2;CASH PLUS;893241 WW;1;DM220497837;+212522228501;;;0;date de depart non conforme
00 Bd zerktouni Casablanca;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;13:01;;;33.5886397;-7.6336079;+212625022043;Moroccan Bazaar, Boutaina Sadir;;893241 WW;1;;+212625022043;;;0;Hub n'est pas egale a M2T
00 02 RUE IBNOU HALQA ETG 03 APT 09 BOURGOGNE Casablanca;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;13:07;;;33.5900014;-7.635764399999999;+212701406133;inwi, ABDELKADER MAWLOUD;;893241 WW;1;;+212701406133;;;0;Hub n'est pas egale a M2T
225 BD d'anfa COFACE Casablanca;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;13:14;;;33.588257;-7.6428278;+212699189142;MAFITIS, sabri imane;;893241 WW;1;;+212699189142;;;0;Hub n'est pas egale a M2T
125 BD BOURGOGNE N 7 RESID JASEM MOHAMED 3 20053 CASABLANCA Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;13:22;M2T;083909;33.597392;-7.645572;+212700618604;BC CASA BOULEVARD BOURGOGNE;BARID CASH;893241 WW;1;DM220497837;+212700618604;;;0;date de depart non conforme
N 21 Rue Abou Louaqt Khalaf (BD Mehdi Ben Barka) Residence Bahr Lind Bourgogne Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;13:28;M2T;000520;33.603077;-7.6454118;+212633208012;Chaabi Cash M2t - Casablanca - Bourgogne;M2T;893241 WW;1;DM220497837;+212633208012;;;0;date de depart non conforme
Rue Rhamna RDC Residence Ouarzazate Goulmima Quartier Bourgogne 00 Casablanca;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;13:35;;;33.6011041;-7.6374864;+212661232697;M2T, ES9725Chaabi Cash LZK Services;;893241 WW;1;;+212661232697;;;0;Hub n'est pas egale a M2T
4 Rue Tznit Derb Tazi Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;13:43;M2T;701338;33.6064017;-7.6272798;+212522201764;LAMARINE;CASH PLUS;893241 WW;1;DM220497837;+212522201764;;;0;date de depart non conforme
153 rue des anglais Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;13:54;M2T;700940;33.597966;-7.625559;+212674211594;CASANGLAIS;CASH PLUS;893241 WW;1;DM220497837;+212674211594;;;0;date de depart non conforme
179 Av Moulay Hassan 1NR N13 RDC Casablanca Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;14:01;M2T;009552;33.5957439;-7.6186076;+212666825659;Chaabi Cash M2H Service;M2T;893241 WW;1;DM220497837;+212666825659;;;0;date de depart non conforme
Angle Bd Moulay Al Hassan et Rue d'Alger Casablanca;Ahmed Abbasi;;;;;10:00-19:00;;18/04/2022;5;;14:07;M2T;700398;33.5932659;-7.6240675;+212522490394;CASTOUMERT;CASH PLUS;893241 WW;1;DM220497837;+212522490394;;;0;date de depart non conforme
rue kadour el alami,résidence HASNAA N°8 BIS CASABLANCA Casablanca;Ahmed Abbasi;;;;;09:00-17:00;;18/04/2022;5;;14:13;;;33.5931924;-7.6252054;+212522270129;I PLUS, Iplus;;893241 WW;1;;+212522270129;;;0;Hub n'est pas egale a M2T
